id_beneficiaire,annee_scolaire,region,code_region,milieu,genre,cycle,type_aide,montant_aide_mad,organisme_financeur
AS600501,2020-2021,Fès-Meknès,FES,Rural,Masculin,Collégial,Restauration scolaire,1759,MEN
AS600502,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Uniforme,260,INDH
AS600503,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Uniforme,335,Collectivité locale
AS600504,2019-2020,Souss-Massa,SOU,Rural,Masculin,Primaire,Cartable,143,MEN
AS600505,2019-2020,Souss-Massa,SOU,Rural,Masculin,Collégial,Transport scolaire,1135,MEN
AS600506,2017-2018,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Fournitures,174,MEN
AS600507,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Restauration scolaire,1957,MEN
AS600508,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Internat,3265,MEN
AS600509,2018-2019,Souss-Massa,SOU,Rural,Masculin,Primaire,Transport scolaire,1245,MEN
AS600510,2019-2020,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Cartable,154,Collectivité locale
AS600511,2017-2018,Drâa-Tafilalet,DRA,Urbain,Masculin,Primaire,Uniforme,297,Don privé
AS600512,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Fournitures,207,MEN
AS600513,2015-2016,Fès-Meknès,FES,Rural,Féminin,Primaire,Uniforme,273,INDH
AS600514,2016-2017,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Internat,3740,MEN
AS600515,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1904,ONG
AS600516,2021-2022,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Fournitures,197,INDH
AS600517,2017-2018,Drâa-Tafilalet,DRA,Urbain,Masculin,Primaire,Restauration scolaire,1646,ONG
AS600518,2015-2016,Fès-Meknès,FES,Urbain,Masculin,Primaire,Cartable,140,MEN
AS600519,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Transport scolaire,1296,MEN
AS600520,2020-2021,Fès-Meknès,FES,Urbain,Masculin,Primaire,Cartable,178,MEN
AS600521,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Internat,3274,INDH
AS600522,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Fournitures,196,INDH
AS600523,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Uniforme,273,INDH
AS600524,2019-2020,Drâa-Tafilalet,DRA,Urbain,Masculin,Collégial,Transport scolaire,1145,MEN
AS600525,2020-2021,Drâa-Tafilalet,DRA,Rural,Féminin,Qualifiant,Cartable,165,INDH
AS600526,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Uniforme,303,MEN
AS600527,2020-2021,Oriental,ORI,Rural,Féminin,Qualifiant,Internat,3229,MEN
AS600528,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Collégial,Uniforme,293,Don privé
AS600529,2019-2020,Fès-Meknès,FES,Urbain,Masculin,Primaire,Restauration scolaire,1498,MEN
AS600530,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1326,MEN
AS600531,2023-2024,Fès-Meknès,FES,Rural,Féminin,Collégial,Restauration scolaire,1673,MEN
AS600532,2022-2023,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,139,MEN
AS600533,2023-2024,Oriental,ORI,Rural,Féminin,Primaire,Cartable,166,Collectivité locale
AS600534,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Cartable,145,INDH
AS600535,2015-2016,Souss-Massa,SOU,Urbain,Masculin,Collégial,Restauration scolaire,1725,MEN
AS600536,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Transport scolaire,1244,MEN
AS600537,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Cartable,148,MEN
AS600538,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,157,Collectivité locale
AS600539,2021-2022,Souss-Massa,SOU,Urbain,Masculin,Primaire,Restauration scolaire,1615,MEN
AS600540,2017-2018,Oriental,ORI,Urbain,Masculin,Primaire,Cartable,174,MEN
AS600541,2023-2024,Guelmim-Oued Noun,GUE,Urbain,Féminin,Collégial,Restauration scolaire,1707,MEN
AS600542,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Fournitures,191,Collectivité locale
AS600543,2016-2017,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,160,MEN
AS600544,2017-2018,Fès-Meknès,FES,Urbain,Masculin,Collégial,Restauration scolaire,1784,INDH
AS600545,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Internat,2895,MEN
AS600546,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Restauration scolaire,1985,MEN
AS600547,2019-2020,Souss-Massa,SOU,Rural,Masculin,Primaire,Cartable,162,MEN
AS600548,2020-2021,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Transport scolaire,1142,MEN
AS600549,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Cartable,152,MEN
AS600550,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,168,MEN
AS600551,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,1811,INDH
AS600552,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Transport scolaire,1224,MEN
AS600553,2017-2018,Oriental,ORI,Urbain,Féminin,Primaire,Restauration scolaire,1932,INDH
AS600554,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Fournitures,173,Collectivité locale
AS600555,2018-2019,Guelmim-Oued Noun,GUE,Urbain,Masculin,Primaire,Cartable,151,MEN
AS600556,2020-2021,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Uniforme,269,INDH
AS600557,2021-2022,Souss-Massa,SOU,Urbain,Masculin,Primaire,Restauration scolaire,1895,Collectivité locale
AS600558,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Restauration scolaire,1505,MEN
AS600559,2020-2021,Oriental,ORI,Rural,Féminin,Collégial,Internat,2796,Collectivité locale
AS600560,2023-2024,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,167,INDH
AS600561,2023-2024,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,163,MEN
AS600562,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Internat,3482,MEN
AS600563,2016-2017,Fès-Meknès,FES,Rural,Masculin,Collégial,Transport scolaire,1122,ONG
AS600564,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,1919,MEN
AS600565,2020-2021,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Fournitures,217,MEN
AS600566,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Internat,3687,Collectivité locale
AS600567,2015-2016,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Transport scolaire,1306,MEN
AS600568,2019-2020,Drâa-Tafilalet,DRA,Rural,Féminin,Qualifiant,Cartable,176,ONG
AS600569,2018-2019,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Restauration scolaire,1660,ONG
AS600570,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Restauration scolaire,1723,ONG
AS600571,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Transport scolaire,1468,Collectivité locale
AS600572,2016-2017,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Internat,3481,MEN
AS600573,2023-2024,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Internat,3302,ONG
AS600574,2015-2016,Souss-Massa,SOU,Rural,Masculin,Primaire,Cartable,172,MEN
AS600575,2023-2024,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,153,INDH
AS600576,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,160,MEN
AS600577,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Cartable,125,MEN
AS600578,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Uniforme,265,MEN
AS600579,2023-2024,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Transport scolaire,1112,INDH
AS600580,2019-2020,Oriental,ORI,Rural,Masculin,Collégial,Transport scolaire,1381,MEN
AS600581,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Uniforme,204,INDH
AS600582,2022-2023,Laâyoune-Sakia El Hamra,LAA,Urbain,Masculin,Collégial,Cartable,178,INDH
AS600583,2016-2017,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Uniforme,307,MEN
AS600584,2016-2017,Fès-Meknès,FES,Rural,Masculin,Primaire,Transport scolaire,1312,MEN
AS600585,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Uniforme,255,INDH
AS600586,2022-2023,Oriental,ORI,Rural,Masculin,Qualifiant,Cartable,167,MEN
AS600587,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,188,MEN
AS600588,2019-2020,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Transport scolaire,1401,MEN
AS600589,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Qualifiant,Cartable,175,Collectivité locale
AS600590,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1372,INDH
AS600591,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Cartable,155,INDH
AS600592,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Cartable,139,MEN
AS600593,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Transport scolaire,1086,INDH
AS600594,2015-2016,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,1571,INDH
AS600595,2021-2022,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Internat,3621,MEN
AS600596,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Internat,3791,Collectivité locale
AS600597,2022-2023,Oriental,ORI,Urbain,Féminin,Collégial,Cartable,160,MEN
AS600598,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,152,MEN
AS600599,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,167,MEN
AS600600,2021-2022,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Restauration scolaire,1450,MEN
AS600601,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Internat,3527,MEN
AS600602,2018-2019,Fès-Meknès,FES,Rural,Féminin,Collégial,Restauration scolaire,1756,INDH
AS600603,2019-2020,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Transport scolaire,1175,Collectivité locale
AS600604,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Restauration scolaire,1824,INDH
AS600605,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Internat,3439,MEN
AS600606,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Fournitures,189,MEN
AS600607,2019-2020,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,140,MEN
AS600608,2015-2016,Fès-Meknès,FES,Rural,Masculin,Collégial,Internat,3901,MEN
AS600609,2018-2019,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Restauration scolaire,2088,MEN
AS600610,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Transport scolaire,1007,INDH
AS600611,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Internat,3131,Collectivité locale
AS600612,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Fournitures,215,MEN
AS600613,2021-2022,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Fournitures,223,MEN
AS600614,2022-2023,Fès-Meknès,FES,Rural,Féminin,Collégial,Uniforme,274,MEN
AS600615,2021-2022,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Cartable,181,INDH
AS600616,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,123,MEN
AS600617,2022-2023,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,181,MEN
AS600618,2017-2018,Souss-Massa,SOU,Urbain,Masculin,Primaire,Cartable,165,Collectivité locale
AS600619,2023-2024,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Uniforme,334,INDH
AS600620,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Uniforme,300,MEN
AS600621,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,156,INDH
AS600622,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Uniforme,298,MEN
AS600623,2023-2024,Fès-Meknès,FES,Urbain,Féminin,Primaire,Transport scolaire,1153,ONG
AS600624,2019-2020,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Restauration scolaire,1717,ONG
AS600625,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Collégial,Restauration scolaire,1781,MEN
AS600626,2017-2018,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Transport scolaire,1271,ONG
AS600627,2020-2021,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,189,MEN
AS600628,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,1808,INDH
AS600629,2017-2018,Oriental,ORI,Urbain,Féminin,Primaire,Transport scolaire,1328,MEN
AS600630,2015-2016,Souss-Massa,SOU,Rural,Féminin,Primaire,Transport scolaire,1268,Collectivité locale
AS600631,2016-2017,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,175,MEN
AS600632,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Transport scolaire,1228,Collectivité locale
AS600633,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Restauration scolaire,1715,MEN
AS600634,2019-2020,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,129,MEN
AS600635,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Fournitures,209,MEN
AS600636,2021-2022,Souss-Massa,SOU,Urbain,Féminin,Qualifiant,Restauration scolaire,1757,MEN
AS600637,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Transport scolaire,1239,Collectivité locale
AS600638,2023-2024,Oriental,ORI,Rural,Masculin,Primaire,Restauration scolaire,1739,Collectivité locale
AS600639,2022-2023,Souss-Massa,SOU,Urbain,Féminin,Primaire,Uniforme,266,INDH
AS600640,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,144,ONG
AS600641,2018-2019,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Uniforme,280,INDH
AS600642,2019-2020,Fès-Meknès,FES,Urbain,Masculin,Primaire,Restauration scolaire,2005,Collectivité locale
AS600643,2016-2017,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Uniforme,306,MEN
AS600644,2017-2018,Oriental,ORI,Rural,Masculin,Collégial,Internat,3861,MEN
AS600645,2023-2024,Guelmim-Oued Noun,GUE,Rural,Féminin,Collégial,Restauration scolaire,2082,MEN
AS600646,2022-2023,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Restauration scolaire,1705,INDH
AS600647,2015-2016,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Restauration scolaire,1689,Collectivité locale
AS600648,2018-2019,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Internat,3606,MEN
AS600649,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Internat,2795,INDH
AS600650,2020-2021,Drâa-Tafilalet,DRA,Urbain,Masculin,Qualifiant,Transport scolaire,1410,MEN
AS600651,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Fournitures,198,MEN
AS600652,2023-2024,Laâyoune-Sakia El Hamra,LAA,Rural,Masculin,Collégial,Cartable,142,MEN
AS600653,2016-2017,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Transport scolaire,1026,ONG
AS600654,2015-2016,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Transport scolaire,1143,ONG
AS600655,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Uniforme,278,MEN
AS600656,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Restauration scolaire,2030,MEN
AS600657,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Cartable,176,MEN
AS600658,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Cartable,182,MEN
AS600659,2023-2024,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Internat,3658,MEN
AS600660,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Internat,3096,MEN
AS600661,2017-2018,Souss-Massa,SOU,Rural,Féminin,Primaire,Cartable,152,MEN
AS600662,2017-2018,Guelmim-Oued Noun,GUE,Urbain,Masculin,Primaire,Fournitures,207,Collectivité locale
AS600663,2022-2023,Fès-Meknès,FES,Rural,Féminin,Primaire,Transport scolaire,1223,MEN
AS600664,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Collégial,Internat,3306,Collectivité locale
AS600665,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Restauration scolaire,1706,Collectivité locale
AS600666,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,145,ONG
AS600667,2018-2019,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Uniforme,280,MEN
AS600668,2015-2016,Souss-Massa,SOU,Urbain,Masculin,Qualifiant,Cartable,146,MEN
AS600669,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,149,MEN
AS600670,2015-2016,Fès-Meknès,FES,Urbain,Féminin,Primaire,Uniforme,320,MEN
AS600671,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,147,MEN
AS600672,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Fournitures,184,MEN
AS600673,2018-2019,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,183,ONG
AS600674,2018-2019,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Restauration scolaire,1885,MEN
AS600675,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,1592,Collectivité locale
AS600676,2023-2024,Fès-Meknès,FES,Rural,Masculin,Primaire,Internat,3965,MEN
AS600677,2020-2021,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,1548,MEN
AS600678,2016-2017,Oriental,ORI,Rural,Masculin,Primaire,Cartable,147,Collectivité locale
AS600679,2021-2022,Fès-Meknès,FES,Rural,Masculin,Primaire,Transport scolaire,1308,MEN
AS600680,2016-2017,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Restauration scolaire,1660,ONG
AS600681,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Qualifiant,Cartable,146,INDH
AS600682,2022-2023,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,176,MEN
AS600683,2023-2024,Fès-Meknès,FES,Urbain,Féminin,Primaire,Internat,3149,MEN
AS600684,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Transport scolaire,1276,INDH
AS600685,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Cartable,159,INDH
AS600686,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Restauration scolaire,1762,INDH
AS600687,2016-2017,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1743,INDH
AS600688,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Restauration scolaire,1890,INDH
AS600689,2023-2024,Fès-Meknès,FES,Rural,Féminin,Collégial,Cartable,148,INDH
AS600690,2015-2016,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Cartable,151,INDH
AS600691,2021-2022,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Restauration scolaire,1792,INDH
AS600692,2016-2017,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Transport scolaire,1199,MEN
AS600693,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Restauration scolaire,1706,Don privé
AS600694,2018-2019,Souss-Massa,SOU,Urbain,Féminin,Qualifiant,Internat,4130,ONG
AS600695,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,200,Collectivité locale
AS600696,2020-2021,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Cartable,163,INDH
AS600697,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Cartable,138,MEN
AS600698,2018-2019,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,149,MEN
AS600699,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Transport scolaire,1361,INDH
AS600700,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Internat,3775,INDH
AS600701,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Restauration scolaire,1574,MEN
AS600702,2021-2022,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Restauration scolaire,1755,MEN
AS600703,2016-2017,Souss-Massa,SOU,Rural,Masculin,Primaire,Cartable,137,MEN
AS600704,2019-2020,Dakhla-Oued Eddahab,DAK,Rural,Féminin,Collégial,Internat,4263,MEN
AS600705,2021-2022,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Restauration scolaire,1778,MEN
AS600706,2023-2024,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Uniforme,318,INDH
AS600707,2015-2016,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Fournitures,218,INDH
AS600708,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Uniforme,289,ONG
AS600709,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Restauration scolaire,1799,MEN
AS600710,2023-2024,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Restauration scolaire,1882,ONG
AS600711,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Uniforme,309,Don privé
AS600712,2019-2020,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Cartable,176,INDH
AS600713,2019-2020,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Cartable,148,MEN
AS600714,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Transport scolaire,1242,Collectivité locale
AS600715,2015-2016,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Fournitures,214,MEN
AS600716,2015-2016,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Uniforme,240,INDH
AS600717,2018-2019,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1432,MEN
AS600718,2022-2023,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Transport scolaire,1099,MEN
AS600719,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Uniforme,303,Collectivité locale
AS600720,2017-2018,Drâa-Tafilalet,DRA,Rural,Masculin,Primaire,Restauration scolaire,1783,INDH
AS600721,2018-2019,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Cartable,145,MEN
AS600722,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Cartable,160,MEN
AS600723,2017-2018,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1576,MEN
AS600724,2020-2021,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,133,MEN
AS600725,2019-2020,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Cartable,126,MEN
AS600726,2019-2020,Souss-Massa,SOU,Urbain,Féminin,Primaire,Transport scolaire,1269,MEN
AS600727,2016-2017,Souss-Massa,SOU,Rural,Féminin,Primaire,Uniforme,274,INDH
AS600728,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,161,ONG
AS600729,2023-2024,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Internat,3639,MEN
AS600730,2018-2019,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Uniforme,292,INDH
AS600731,2021-2022,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Restauration scolaire,1881,MEN
AS600732,2023-2024,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Cartable,153,MEN
AS600733,2022-2023,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Uniforme,263,MEN
AS600734,2018-2019,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Uniforme,234,INDH
AS600735,2021-2022,Souss-Massa,SOU,Rural,Féminin,Collégial,Restauration scolaire,1516,INDH
AS600736,2021-2022,Souss-Massa,SOU,Urbain,Féminin,Primaire,Restauration scolaire,1944,MEN
AS600737,2022-2023,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,173,Collectivité locale
AS600738,2021-2022,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Uniforme,278,Collectivité locale
AS600739,2018-2019,Marrakech-Safi,MAR,Rural,Féminin,Qualifiant,Uniforme,208,Collectivité locale
AS600740,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,149,Collectivité locale
AS600741,2023-2024,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Restauration scolaire,1566,INDH
AS600742,2021-2022,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Internat,2797,ONG
AS600743,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Uniforme,290,MEN
AS600744,2015-2016,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Restauration scolaire,1866,MEN
AS600745,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Transport scolaire,1016,MEN
AS600746,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,131,Collectivité locale
AS600747,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,149,MEN
AS600748,2021-2022,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Restauration scolaire,2046,Collectivité locale
AS600749,2015-2016,Oriental,ORI,Urbain,Féminin,Collégial,Cartable,166,INDH
AS600750,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Cartable,174,ONG
AS600751,2017-2018,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,180,MEN
AS600752,2023-2024,Fès-Meknès,FES,Urbain,Féminin,Collégial,Cartable,162,MEN
AS600753,2021-2022,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Uniforme,280,INDH
AS600754,2020-2021,Oriental,ORI,Urbain,Masculin,Primaire,Fournitures,196,MEN
