id_candidat,annee,type_examen,filiere,region,code_region,milieu,secteur,genre,note_arabe,note_mathematiques,note_francais,note_sciences,note_histoire_geo,note_education_islamique,moyenne_generale,admis,mention
CAND302635,2017,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,5.23,8.76,17.88,6.96,9.06,9.8,9.39,0,Ajourné
CAND302636,2016,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,7.95,13.88,11.16,8.68,9.99,15.65,11.2,1,Passable
CAND302637,2016,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,12.29,7.57,11.67,4.0,11.6,13.09,9.26,0,Ajourné
CAND302638,2023,Baccalauréat,Sciences maths,Fès-Meknès,FES,Urbain,Public,Féminin,10.65,11.24,15.92,7.08,13.41,12.13,11.59,1,Passable
CAND302639,2020,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Masculin,10.05,9.48,9.49,6.37,8.92,12.82,9.47,0,Ajourné
CAND302640,2019,Baccalauréat,Lettres,Drâa-Tafilalet,DRA,Rural,Public,Masculin,16.69,8.75,4.22,6.96,12.01,15.81,10.14,1,Passable
CAND302641,2022,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Masculin,5.4,12.54,6.88,10.33,12.33,13.79,10.18,1,Passable
CAND302642,2019,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Privé,Féminin,7.72,14.56,9.59,10.13,12.07,10.8,11.89,1,Passable
CAND302643,2019,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Rural,Privé,Féminin,10.9,11.49,11.16,6.0,6.89,13.39,10.4,1,Passable
CAND302644,2018,Baccalauréat,Economie,Fès-Meknès,FES,Rural,Public,Féminin,10.17,12.56,6.22,8.62,11.28,13.49,9.86,0,Ajourné
CAND302645,2022,Baccalauréat,Economie,Fès-Meknès,FES,Urbain,Public,Féminin,10.92,11.71,12.76,8.33,9.19,11.13,10.69,1,Passable
CAND302646,2022,Baccalauréat,Economie,Souss-Massa,SOU,Urbain,Privé,Masculin,8.69,4.42,11.2,9.4,10.68,12.35,10.18,1,Passable
CAND302647,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,11.65,15.29,10.05,10.92,8.64,12.63,11.71,1,Passable
CAND302648,2021,Baccalauréat,Sciences expérimentales,Béni Mellal-Khénifra,BMK,Urbain,Privé,Féminin,12.22,11.6,9.02,13.17,9.19,11.86,12.27,1,Assez Bien
CAND302649,2023,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,11.13,13.72,13.35,15.36,10.21,15.71,13.25,1,Assez Bien
CAND302650,2020,Baccalauréat,Lettres,Casablanca-Settat,CAS,Urbain,Public,Masculin,11.23,0.51,13.43,11.86,14.33,11.56,10.04,1,Passable
CAND302651,2019,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,7.92,14.3,11.76,6.85,10.18,12.41,10.6,1,Passable
CAND302652,2017,Baccalauréat,Lettres,Marrakech-Safi,MAR,Urbain,Public,Féminin,8.24,9.85,9.63,5.02,9.49,15.48,9.5,0,Ajourné
CAND302653,2019,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,6.84,11.15,13.7,5.56,9.99,9.45,9.38,0,Ajourné
CAND302654,2015,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,10.92,16.36,6.0,2.9,10.83,13.92,9.74,0,Ajourné
CAND302655,2022,Baccalauréat,Sciences techno,Souss-Massa,SOU,Urbain,Privé,Féminin,9.43,13.92,15.51,8.9,12.34,9.4,12.58,1,Assez Bien
CAND302656,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,11.34,6.07,11.55,11.63,6.77,12.29,9.22,0,Ajourné
CAND302657,2021,Brevet (Collégial),N/A,Fès-Meknès,FES,Rural,Public,Masculin,9.79,13.72,14.47,7.0,10.05,11.35,10.48,1,Passable
CAND302658,2017,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,5.15,9.37,10.4,10.1,11.18,15.31,10.05,1,Passable
CAND302659,2016,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Féminin,7.67,12.69,9.45,10.4,14.36,11.21,10.34,1,Passable
CAND302660,2015,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,10.06,6.42,14.65,10.78,10.14,12.31,10.49,1,Passable
CAND302661,2020,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Rural,Public,Masculin,2.69,14.5,6.67,11.73,8.25,11.62,8.76,0,Ajourné
CAND302662,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,12.92,10.94,12.41,12.03,10.66,13.71,11.47,1,Passable
CAND302663,2016,Baccalauréat,Economie,Marrakech-Safi,MAR,Rural,Public,Masculin,10.77,8.6,10.54,13.95,10.23,11.41,10.26,1,Passable
CAND302664,2015,Baccalauréat,Lettres,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,11.93,10.83,11.08,6.7,11.82,13.15,10.86,1,Passable
CAND302665,2016,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,10.93,10.34,9.99,15.91,13.5,12.06,11.47,1,Passable
CAND302666,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,12.73,7.48,11.45,11.88,11.53,14.79,10.87,1,Passable
CAND302667,2018,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,13.11,12.0,7.55,14.06,7.33,9.05,10.14,1,Passable
CAND302668,2019,CFEN (Primaire),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,14.3,9.67,12.15,5.53,9.68,11.26,10.41,1,Passable
CAND302669,2023,CFEN (Primaire),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,6.85,10.08,5.37,15.84,8.83,10.79,9.09,0,Ajourné
CAND302670,2017,Baccalauréat,Economie,Oriental,ORI,Urbain,Public,Féminin,13.18,5.85,13.97,4.28,10.86,11.82,9.77,0,Ajourné
CAND302671,2022,Baccalauréat,Sciences agro,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,6.25,7.01,12.77,9.08,8.4,12.87,9.18,0,Ajourné
CAND302672,2015,Baccalauréat,Sciences techno,Souss-Massa,SOU,Rural,Public,Masculin,8.86,13.82,13.77,15.89,9.67,12.15,11.8,1,Passable
CAND302673,2021,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,14.7,8.6,15.26,11.17,10.04,19.92,13.05,1,Assez Bien
CAND302674,2021,Baccalauréat,Sciences maths,Souss-Massa,SOU,Urbain,Public,Masculin,15.34,9.77,13.0,11.09,11.14,12.61,12.11,1,Assez Bien
CAND302675,2015,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,2.88,14.17,9.24,12.56,14.77,8.84,10.41,1,Passable
CAND302676,2023,Baccalauréat,Economie,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,13.87,11.97,5.2,12.8,13.75,10.23,11.44,1,Passable
CAND302677,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,11.67,9.63,8.87,11.26,10.89,11.18,10.58,1,Passable
CAND302678,2016,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Féminin,11.95,6.91,17.96,7.49,14.52,12.66,11.58,1,Passable
CAND302679,2015,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,5.62,16.62,11.77,9.34,8.37,13.79,11.01,1,Passable
CAND302680,2016,Baccalauréat,Sciences techno,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,5.88,12.06,5.23,6.54,13.05,13.63,8.77,0,Ajourné
CAND302681,2023,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,7.53,15.57,10.21,10.75,12.66,12.7,11.03,1,Passable
CAND302682,2023,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,10.64,6.36,6.42,9.28,6.85,11.65,8.5,0,Ajourné
CAND302683,2016,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,9.94,14.2,13.23,12.06,9.52,13.27,12.08,1,Assez Bien
CAND302684,2018,Baccalauréat,Sciences maths,Casablanca-Settat,CAS,Urbain,Public,Féminin,15.15,15.55,9.87,14.42,11.01,14.32,13.57,1,Assez Bien
CAND302685,2018,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Féminin,11.37,12.25,11.55,7.4,9.02,12.9,10.18,1,Passable
CAND302686,2020,Baccalauréat,Sciences maths,Souss-Massa,SOU,Rural,Public,Féminin,8.45,9.37,4.95,6.76,10.63,10.26,7.82,0,Ajourné
CAND302687,2023,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,8.43,13.07,7.09,7.81,10.64,14.21,9.65,0,Ajourné
CAND302688,2020,Baccalauréat,Economie,Oriental,ORI,Rural,Public,Féminin,9.27,13.73,12.37,11.63,10.04,12.28,11.0,1,Passable
CAND302689,2022,Brevet (Collégial),N/A,Guelmim-Oued Noun,GUE,Urbain,Public,Féminin,11.36,4.59,13.5,9.71,9.76,11.54,9.83,0,Ajourné
CAND302690,2019,Baccalauréat,Lettres,Fès-Meknès,FES,Urbain,Public,Masculin,13.54,6.39,13.36,7.62,12.64,12.1,10.72,1,Passable
CAND302691,2020,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Privé,Féminin,12.89,11.05,11.24,8.57,11.52,13.98,12.5,1,Assez Bien
CAND302692,2022,CFEN (Primaire),N/A,Souss-Massa,SOU,Urbain,Public,Masculin,13.09,11.41,8.85,4.42,9.4,11.52,9.85,0,Ajourné
CAND302693,2023,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Féminin,8.56,7.99,9.75,6.44,13.14,12.95,9.01,0,Ajourné
CAND302694,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,10.71,7.0,3.7,14.56,14.55,10.09,10.05,1,Passable
CAND302695,2015,CFEN (Primaire),N/A,Oriental,ORI,Urbain,Public,Masculin,13.64,14.58,7.92,13.77,10.14,14.29,12.56,1,Assez Bien
CAND302696,2020,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Privé,Féminin,12.99,11.42,14.04,9.39,11.31,10.84,12.05,1,Assez Bien
CAND302697,2022,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Privé,Masculin,14.01,14.13,9.79,13.62,13.0,9.72,12.94,1,Assez Bien
CAND302698,2022,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,8.45,7.6,10.41,5.73,9.73,12.6,8.93,0,Ajourné
CAND302699,2019,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,5.34,5.93,11.96,12.04,10.69,10.48,9.16,0,Ajourné
CAND302700,2017,CFEN (Primaire),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,15.32,13.74,4.9,7.55,13.66,12.23,11.41,1,Passable
CAND302701,2019,Baccalauréat,Sciences maths,Oriental,ORI,Urbain,Public,Masculin,12.33,7.29,10.56,8.31,13.56,9.26,10.1,1,Passable
CAND302702,2015,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Privé,Féminin,6.41,6.25,8.72,4.92,15.06,15.51,10.13,1,Passable
CAND302703,2021,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,12.24,13.05,6.46,5.54,9.98,11.1,9.89,0,Ajourné
CAND302704,2019,CFEN (Primaire),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,5.98,8.29,7.82,15.28,11.26,11.58,9.93,0,Ajourné
CAND302705,2019,Baccalauréat,Lettres,Casablanca-Settat,CAS,Urbain,Public,Féminin,11.79,6.09,14.35,9.7,14.26,13.1,11.25,1,Passable
CAND302706,2016,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,11.43,7.67,13.36,16.35,8.95,12.75,11.03,1,Passable
CAND302707,2017,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,8.46,11.65,5.97,9.98,11.7,9.56,9.63,0,Ajourné
CAND302708,2017,Brevet (Collégial),N/A,Oriental,ORI,Rural,Public,Masculin,7.95,13.6,12.57,10.38,11.51,12.65,10.82,1,Passable
CAND302709,2023,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Privé,Féminin,5.87,14.4,12.08,2.95,11.51,10.59,9.96,0,Ajourné
CAND302710,2017,Baccalauréat,Economie,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Féminin,9.38,11.36,11.36,11.95,12.13,11.85,12.29,1,Assez Bien
CAND302711,2017,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Masculin,10.27,10.66,15.1,11.94,13.12,10.16,11.77,1,Passable
CAND302712,2016,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Urbain,Public,Masculin,14.73,16.68,10.34,8.18,12.34,10.8,12.4,1,Assez Bien
CAND302713,2023,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,12.95,12.59,10.87,12.77,11.13,13.77,11.78,1,Passable
CAND302714,2021,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,12.44,13.88,9.5,11.49,14.13,13.15,11.88,1,Passable
CAND302715,2020,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Urbain,Public,Féminin,12.57,13.61,11.85,4.44,11.36,11.53,10.95,1,Passable
CAND302716,2015,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,8.99,8.48,11.59,8.93,9.82,13.29,10.04,1,Passable
CAND302717,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,10.67,5.25,12.84,13.32,13.45,14.87,10.81,1,Passable
CAND302718,2015,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Urbain,Public,Masculin,16.92,10.24,10.59,14.25,13.29,14.05,13.2,1,Assez Bien
CAND302719,2019,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,11.11,6.96,9.85,10.4,9.05,11.22,9.68,0,Ajourné
CAND302720,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,10.96,7.5,10.1,10.31,9.75,13.65,9.65,0,Ajourné
CAND302721,2019,Baccalauréat,Economie,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Privé,Féminin,8.36,12.56,10.51,11.91,3.93,10.99,10.26,1,Passable
CAND302722,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,8.09,11.79,10.73,11.29,10.07,12.75,10.77,1,Passable
CAND302723,2015,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,8.6,11.56,8.08,4.14,12.76,11.91,9.48,0,Ajourné
CAND302724,2022,Baccalauréat,Lettres,Souss-Massa,SOU,Rural,Public,Féminin,11.45,0.08,7.17,5.93,9.3,12.23,6.79,0,Ajourné
CAND302725,2019,Baccalauréat,Sciences expérimentales,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,16.15,6.17,14.21,11.36,7.2,12.01,11.09,1,Passable
CAND302726,2015,Baccalauréat,Sciences techno,Souss-Massa,SOU,Rural,Public,Masculin,13.51,7.21,11.74,12.31,12.42,13.1,10.96,1,Passable
CAND302727,2017,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,9.73,13.9,8.69,7.75,7.3,13.08,10.21,1,Passable
CAND302728,2016,Baccalauréat,Lettres,Souss-Massa,SOU,Rural,Public,Féminin,15.59,6.08,12.74,12.61,8.01,12.92,10.62,1,Passable
CAND302729,2016,Baccalauréat,Arts,Casablanca-Settat,CAS,Rural,Public,Féminin,11.76,9.64,11.6,9.73,9.61,12.24,10.11,1,Passable
CAND302730,2021,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Masculin,7.96,17.08,9.54,8.89,8.69,13.35,11.09,1,Passable
CAND302731,2018,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Privé,Féminin,12.62,5.88,11.59,11.67,8.96,13.37,11.52,1,Passable
CAND302732,2018,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,8.28,8.35,12.52,8.69,11.62,8.71,9.57,0,Ajourné
CAND302733,2021,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,9.37,6.59,11.89,9.35,9.45,11.72,9.56,0,Ajourné
CAND302734,2015,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,10.33,13.3,6.8,14.5,6.52,9.54,9.81,0,Ajourné
CAND302735,2016,CFEN (Primaire),N/A,Souss-Massa,SOU,Rural,Public,Féminin,10.32,10.64,9.37,9.15,9.83,11.11,9.49,0,Ajourné
CAND302736,2019,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,11.36,5.53,3.95,9.02,10.77,12.93,8.83,0,Ajourné
CAND302737,2022,Baccalauréat,Economie,Marrakech-Safi,MAR,Urbain,Public,Féminin,12.57,8.76,11.47,6.7,6.95,14.56,10.1,1,Passable
CAND302738,2022,CFEN (Primaire),N/A,Oriental,ORI,Rural,Public,Féminin,8.48,15.97,11.92,10.47,11.39,10.74,11.01,1,Passable
CAND302739,2015,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,18.45,2.05,9.38,14.37,9.0,13.4,10.94,1,Passable
CAND302740,2020,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,10.57,7.78,12.72,13.19,9.0,12.65,10.86,1,Passable
CAND302741,2021,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,14.81,13.53,9.64,8.28,15.44,9.46,11.96,1,Passable
CAND302742,2022,Baccalauréat,Economie,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,10.82,14.14,9.7,12.71,7.94,10.75,11.2,1,Passable
CAND302743,2022,Baccalauréat,Economie,Souss-Massa,SOU,Urbain,Public,Féminin,7.33,11.91,9.39,11.33,9.12,12.07,10.22,1,Passable
CAND302744,2022,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Privé,Féminin,8.94,12.79,15.25,8.13,11.68,13.03,11.94,1,Passable
CAND302745,2017,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,9.92,12.67,11.17,4.2,4.82,11.28,9.12,0,Ajourné
CAND302746,2018,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,10.09,6.09,14.19,8.41,16.22,12.32,10.87,1,Passable
CAND302747,2019,Baccalauréat,Lettres,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,4.72,5.33,8.5,8.82,13.34,12.95,8.63,0,Ajourné
CAND302748,2023,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,8.23,5.96,6.98,8.44,10.37,12.77,8.62,0,Ajourné
CAND302749,2019,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,6.6,9.18,13.18,11.19,9.01,12.67,10.16,1,Passable
CAND302750,2016,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Féminin,9.24,4.39,6.7,7.3,11.64,10.32,9.08,0,Ajourné
CAND302751,2017,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,7.56,10.71,12.91,11.26,13.81,14.01,11.53,1,Passable
CAND302752,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,16.49,9.44,11.23,11.12,11.17,11.24,11.19,1,Passable
CAND302753,2021,CFEN (Primaire),N/A,Souss-Massa,SOU,Rural,Public,Féminin,13.88,12.45,8.91,8.14,7.08,13.05,10.13,1,Passable
CAND302754,2023,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,15.0,15.92,8.93,17.83,11.27,13.31,13.34,1,Assez Bien
CAND302755,2020,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,6.58,3.48,5.8,15.57,14.94,13.68,9.69,0,Ajourné
CAND302756,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,9.13,13.43,11.08,7.08,9.36,9.61,10.04,1,Passable
CAND302757,2015,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,14.26,5.99,10.51,12.86,7.54,11.56,10.39,1,Passable
CAND302758,2022,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Féminin,10.11,10.6,12.28,8.99,8.6,10.05,10.11,1,Passable
CAND302759,2022,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,1.95,8.99,8.56,8.17,8.95,10.33,7.71,0,Ajourné
CAND302760,2018,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,9.75,2.59,11.12,10.24,14.65,11.5,9.0,0,Ajourné
CAND302761,2015,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,10.62,9.32,4.31,7.61,11.0,7.54,7.9,0,Ajourné
CAND302762,2023,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Urbain,Public,Féminin,5.49,8.5,7.51,7.61,7.63,13.97,8.35,0,Ajourné
CAND302763,2023,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Féminin,8.69,5.52,8.37,10.46,13.66,15.12,10.02,1,Passable
CAND302764,2019,Baccalauréat,Sciences maths,Souss-Massa,SOU,Urbain,Privé,Masculin,12.65,10.69,9.77,8.92,12.95,13.8,12.41,1,Assez Bien
CAND302765,2019,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Privé,Masculin,5.65,7.71,10.7,11.87,11.2,13.68,10.91,1,Passable
CAND302766,2023,Baccalauréat,Sciences maths,Souss-Massa,SOU,Rural,Public,Masculin,13.26,9.33,13.27,5.76,15.16,10.19,10.43,1,Passable
CAND302767,2016,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,8.33,12.0,9.68,6.13,11.41,10.12,9.02,0,Ajourné
CAND302768,2019,CFEN (Primaire),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,4.9,8.14,13.71,8.96,14.62,11.74,9.44,0,Ajourné
CAND302769,2015,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,10.78,8.2,8.92,8.48,8.83,16.28,9.53,0,Ajourné
CAND302770,2017,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Privé,Masculin,6.62,10.71,13.0,8.0,15.55,8.6,11.26,1,Passable
CAND302771,2020,Brevet (Collégial),N/A,Oriental,ORI,Rural,Public,Féminin,12.06,12.83,6.85,6.58,10.21,11.74,9.57,0,Ajourné
CAND302772,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Féminin,9.24,8.37,9.64,13.38,9.02,12.75,11.32,1,Passable
CAND302773,2016,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,9.68,9.7,10.24,6.76,16.33,16.18,10.64,1,Passable
CAND302774,2015,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.21,11.01,9.18,4.78,13.6,14.03,10.19,1,Passable
CAND302775,2018,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Privé,Masculin,11.23,12.49,6.29,12.93,12.01,13.67,11.91,1,Passable
CAND302776,2017,Baccalauréat,Economie,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,11.49,13.37,14.15,7.8,9.32,13.56,11.02,1,Passable
CAND302777,2021,Baccalauréat,Economie,Casablanca-Settat,CAS,Rural,Public,Féminin,10.08,7.67,9.12,1.42,13.09,13.15,8.29,0,Ajourné
CAND302778,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,13.53,2.65,11.46,10.29,9.64,10.04,8.79,0,Ajourné
CAND302779,2023,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,16.36,13.04,14.76,14.06,11.11,10.91,12.86,1,Assez Bien
CAND302780,2022,Baccalauréat,Sciences maths,Oriental,ORI,Rural,Privé,Féminin,10.35,13.33,5.42,12.98,8.99,12.01,11.1,1,Passable
CAND302781,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,11.57,11.81,8.85,10.29,9.36,10.94,10.57,1,Passable
CAND302782,2022,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,11.23,9.09,13.6,10.81,11.48,11.85,11.22,1,Passable
CAND302783,2017,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Rural,Public,Féminin,4.56,7.31,6.87,6.17,12.73,10.24,7.21,0,Ajourné
CAND302784,2018,Baccalauréat,Sciences agro,Oriental,ORI,Urbain,Public,Masculin,13.82,8.62,13.13,7.26,9.47,14.04,10.94,1,Passable
CAND302785,2019,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,13.14,9.08,7.56,8.86,9.45,15.29,10.54,1,Passable
CAND302786,2018,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,9.75,12.03,11.63,1.85,11.51,11.55,9.68,0,Ajourné
CAND302787,2019,Baccalauréat,Economie,Drâa-Tafilalet,DRA,Urbain,Public,Masculin,7.77,5.2,8.77,8.87,11.99,13.08,9.02,0,Ajourné
CAND302788,2017,CFEN (Primaire),N/A,Oriental,ORI,Urbain,Public,Féminin,4.81,6.59,9.4,11.86,9.61,14.89,9.29,0,Ajourné
CAND302789,2018,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Rural,Public,Masculin,8.19,9.57,7.74,9.27,8.74,8.03,8.04,0,Ajourné
CAND302790,2015,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,11.5,6.69,9.67,13.46,13.15,12.69,10.42,1,Passable
CAND302791,2022,Brevet (Collégial),N/A,Fès-Meknès,FES,Rural,Public,Féminin,11.62,8.09,14.13,9.52,13.44,12.45,10.73,1,Passable
CAND302792,2021,Baccalauréat,Economie,Casablanca-Settat,CAS,Rural,Public,Masculin,9.69,14.56,11.77,7.66,8.85,12.28,10.29,1,Passable
CAND302793,2019,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,9.63,8.42,9.95,7.72,9.43,12.63,8.93,0,Ajourné
CAND302794,2020,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,14.8,7.26,11.48,6.76,10.89,12.32,10.47,1,Passable
