id_eleve,annee_scolaire,region,code_region,province,milieu,secteur,cycle,genre,age,redoublant,score_moyen,a_abandonne,motif_abandon,beneficiaire_bourse,acces_cantine,acces_internat
EL101598,2023-2024,Oriental,ORI,Nador,Rural,Public,Supérieur,Féminin,21,0,9.27,0,,0,0,0
EL101599,2022-2023,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Qualifiant,Féminin,19,0,13.41,0,,0,0,0
EL101600,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Privé,Primaire,Féminin,7,0,11.21,0,,0,0,0
EL101601,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,Féminin,10,0,14.19,0,,0,0,0
EL101602,2023-2024,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,Féminin,7,0,17.78,0,,0,1,0
EL101603,2021-2022,Oriental,ORI,Driouch,Urbain,Public,Primaire,Féminin,9,0,12.2,0,,0,1,0
EL101604,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Collégial,Féminin,15,1,14.42,0,,0,1,0
EL101605,2016-2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,Masculin,9,0,13.77,0,,0,1,0
EL101606,2018-2019,Drâa-Tafilalet,DRA,Zagora,Rural,Privé,Formation Professionnelle,Masculin,19,0,12.57,0,,0,0,0
EL101607,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Primaire,Masculin,8,0,7.91,0,,1,1,0
EL101608,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Préscolaire,Féminin,4,0,11.51,0,,0,0,0
EL101609,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Public,Supérieur,Féminin,22,0,7.77,0,,0,0,0
EL101610,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,Masculin,8,0,12.71,0,,0,1,0
EL101611,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Public,Primaire,Féminin,7,0,11.78,0,,0,0,0
EL101612,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,Féminin,9,0,9.46,0,,0,0,0
EL101613,2020-2021,Marrakech-Safi,MAR,Safi,Urbain,Public,Collégial,Masculin,13,1,13.5,0,,0,0,0
EL101614,2023-2024,Oriental,ORI,Taourirt,Urbain,Public,Primaire,Féminin,7,0,10.55,0,,0,0,0
EL101615,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Supérieur,Féminin,18,0,12.05,0,,1,0,0
EL101616,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Privé,Collégial,Masculin,14,0,8.63,0,,0,1,0
EL101617,2023-2024,Fès-Meknès,FES,Boulemane,Urbain,Public,Supérieur,Masculin,20,0,6.63,0,,0,0,0
EL101618,2015-2016,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Public,Collégial,Féminin,13,0,15.7,0,,0,1,0
EL101619,2019-2020,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Qualifiant,Masculin,15,0,13.78,0,,1,0,0
EL101620,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Qualifiant,Masculin,16,0,12.14,1,Mariage précoce,1,0,0
EL101621,2022-2023,Fès-Meknès,FES,Séfrou,Rural,Public,Primaire,Féminin,10,0,8.34,0,,1,0,0
EL101622,2016-2017,Oriental,ORI,Guercif,Urbain,Public,Qualifiant,Masculin,17,0,8.89,1,Grossesse,1,1,1
EL101623,2020-2021,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,Masculin,12,0,7.01,0,,0,0,1
EL101624,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Public,Préscolaire,Féminin,6,0,10.33,0,,0,0,0
EL101625,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Privé,Qualifiant,Féminin,16,0,13.89,1,Difficultés scolaires,1,1,1
EL101626,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Primaire,Masculin,11,0,9.41,0,,0,0,0
EL101627,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Collégial,Masculin,14,0,15.8,0,,1,1,0
EL101628,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,Masculin,6,0,5.37,0,,1,1,0
EL101629,2023-2024,Marrakech-Safi,MAR,Marrakech,Urbain,Privé,Préscolaire,Masculin,5,0,14.99,0,,0,0,0
EL101630,2023-2024,Fès-Meknès,FES,Moulay Yacoub,Urbain,Public,Préscolaire,Féminin,5,0,11.16,0,,1,0,1
EL101631,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Primaire,Masculin,7,0,11.7,0,,1,0,0
EL101632,2017-2018,Souss-Massa,SOU,Tiznit,Urbain,Public,Préscolaire,Masculin,4,0,3.45,0,,0,0,0
EL101633,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Primaire,Féminin,10,0,9.44,0,,0,0,1
EL101634,2016-2017,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Urbain,Public,Collégial,Féminin,14,0,8.12,0,,1,1,0
EL101635,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Primaire,Féminin,10,0,15.13,0,,1,0,0
EL101636,2017-2018,Marrakech-Safi,MAR,Marrakech,Rural,Public,Formation Professionnelle,Masculin,21,1,8.46,0,,0,0,1
EL101637,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Qualifiant,Masculin,16,0,6.17,0,,0,0,0
EL101638,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Primaire,Féminin,11,0,12.4,0,,1,0,1
EL101639,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,Féminin,7,0,14.24,0,,0,0,0
EL101640,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Public,Primaire,Féminin,12,0,12.58,0,,1,1,0
EL101641,2023-2024,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Primaire,Masculin,8,1,11.38,0,,0,0,0
EL101642,2015-2016,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,Féminin,13,0,13.6,1,Mariage précoce,0,0,0
EL101643,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Public,Collégial,Féminin,15,0,8.68,0,,1,0,1
EL101644,2022-2023,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Collégial,Masculin,12,1,12.31,1,Manque d'infrastructures,0,0,0
EL101645,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Primaire,Masculin,9,0,12.8,0,,0,0,0
EL101646,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Qualifiant,Masculin,18,0,11.5,0,,0,0,0
EL101647,2021-2022,Oriental,ORI,Guercif,Rural,Public,Primaire,Féminin,9,0,9.6,0,,0,1,0
EL101648,2021-2022,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Public,Supérieur,Masculin,23,0,8.34,1,Difficultés économiques,0,0,0
EL101649,2015-2016,Oriental,ORI,Guercif,Rural,Public,Formation Professionnelle,Masculin,18,0,8.46,0,,0,1,0
EL101650,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,Féminin,8,0,14.53,0,,0,1,0
EL101651,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Qualifiant,Féminin,15,0,9.44,0,,0,0,0
EL101652,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Qualifiant,Masculin,17,0,9.67,0,,0,0,0
EL101653,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Collégial,Féminin,14,0,13.34,0,,1,0,0
EL101654,2020-2021,Drâa-Tafilalet,DRA,Errachidia,Rural,Public,Préscolaire,Masculin,4,0,6.87,0,,0,0,0
EL101655,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Qualifiant,Féminin,16,0,9.14,0,,0,0,0
EL101656,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Primaire,Féminin,12,1,6.33,0,,0,0,0
EL101657,2015-2016,Oriental,ORI,Oujda-Angad,Rural,Public,Primaire,Féminin,8,0,16.59,0,,0,1,0
EL101658,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Collégial,Féminin,13,0,11.76,0,,0,1,0
EL101659,2023-2024,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Primaire,Féminin,11,1,13.19,0,,0,0,0
EL101660,2022-2023,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Préscolaire,Féminin,4,0,17.63,0,,0,0,0
EL101661,2019-2020,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Formation Professionnelle,Féminin,20,0,7.19,0,,0,0,0
EL101662,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Primaire,Féminin,11,0,11.17,0,,1,1,0
EL101663,2016-2017,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Collégial,Féminin,14,0,9.03,0,,0,1,0
EL101664,2020-2021,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Privé,Collégial,Féminin,12,1,11.75,0,,1,0,0
EL101665,2020-2021,Oriental,ORI,Driouch,Urbain,Public,Primaire,Féminin,6,0,11.61,0,,0,0,0
EL101666,2020-2021,Oriental,ORI,Nador,Rural,Privé,Qualifiant,Masculin,16,0,15.84,0,,1,0,0
EL101667,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Collégial,Féminin,14,0,12.32,1,Grossesse,0,0,0
EL101668,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Collégial,Masculin,13,0,15.32,0,,0,0,0
EL101669,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Collégial,Masculin,13,0,10.94,0,,0,0,0
EL101670,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Formation Professionnelle,Féminin,25,0,9.41,1,Difficultés scolaires,0,0,1
EL101671,2021-2022,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Supérieur,Féminin,22,0,14.13,0,,1,0,0
EL101672,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Public,Primaire,Masculin,6,0,9.02,0,,1,0,0
EL101673,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,Féminin,9,0,11.72,0,,0,0,0
EL101674,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Collégial,Masculin,14,0,13.08,0,,1,0,1
EL101675,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Public,Supérieur,Féminin,21,0,12.68,0,,0,0,0
EL101676,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Qualifiant,Masculin,16,0,11.3,0,,1,0,0
EL101677,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Primaire,Féminin,10,0,13.57,0,,0,1,0
EL101678,2015-2016,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Supérieur,Féminin,21,1,9.12,0,,1,0,0
EL101679,2023-2024,Fès-Meknès,FES,Taounate,Urbain,Public,Primaire,Féminin,7,0,10.56,0,,1,0,0
EL101680,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Primaire,Masculin,7,0,12.96,0,,0,0,0
EL101681,2022-2023,Oriental,ORI,Berkane,Rural,Public,Collégial,Féminin,15,0,10.75,0,,0,0,1
EL101682,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Primaire,Féminin,11,0,9.57,0,,0,0,0
EL101683,2015-2016,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Collégial,Masculin,13,0,13.93,1,Mariage précoce,0,0,0
EL101684,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,Masculin,7,0,12.09,0,,0,1,0
EL101685,2021-2022,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Qualifiant,Féminin,16,0,7.34,0,,0,0,0
EL101686,2015-2016,Fès-Meknès,FES,Fès,Urbain,Privé,Formation Professionnelle,Masculin,22,0,13.39,0,,0,1,0
EL101687,2017-2018,Fès-Meknès,FES,Boulemane,Urbain,Public,Primaire,Masculin,10,1,12.95,0,,0,0,0
EL101688,2017-2018,Fès-Meknès,FES,Taza,Rural,Public,Collégial,Masculin,14,0,10.57,0,,1,0,0
EL101689,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Qualifiant,Masculin,15,1,12.21,0,,1,0,0
EL101690,2017-2018,Oriental,ORI,Driouch,Urbain,Public,Primaire,Féminin,8,0,14.81,0,,0,0,0
EL101691,2015-2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Public,Qualifiant,Féminin,15,0,5.83,0,,1,0,0
EL101692,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Collégial,Féminin,14,0,13.94,0,,0,0,0
EL101693,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,Masculin,10,0,4.62,0,,0,1,1
EL101694,2019-2020,Souss-Massa,SOU,Tiznit,Urbain,Public,Supérieur,Masculin,19,0,8.96,0,,1,0,0
EL101695,2016-2017,Fès-Meknès,FES,Taounate,Urbain,Public,Primaire,Masculin,8,0,6.45,0,,0,1,0
EL101696,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,Féminin,8,0,15.51,0,,0,0,0
EL101697,2021-2022,Oriental,ORI,Taourirt,Urbain,Public,Primaire,Féminin,9,0,10.62,0,,1,1,0
EL101698,2016-2017,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Privé,Qualifiant,Féminin,17,0,12.63,1,Difficultés économiques,1,1,0
EL101699,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Formation Professionnelle,Masculin,19,1,10.14,1,Handicap,0,0,0
EL101700,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Primaire,Masculin,11,0,11.06,0,,0,1,0
EL101701,2021-2022,Guelmim-Oued Noun,GUE,Guelmim,Rural,Privé,Préscolaire,Féminin,5,1,11.52,0,,0,0,0
EL101702,2016-2017,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Primaire,Masculin,7,0,13.99,0,,0,0,1
EL101703,2018-2019,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Collégial,Masculin,14,0,12.24,0,,1,1,0
EL101704,2015-2016,Fès-Meknès,FES,Boulemane,Rural,Public,Primaire,Masculin,8,0,8.55,1,Grossesse,0,0,0
EL101705,2022-2023,Guelmim-Oued Noun,GUE,Sidi Ifni,Rural,Public,Primaire,Masculin,9,0,5.91,0,,0,0,0
EL101706,2023-2024,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,Masculin,6,1,14.87,0,,0,0,0
EL101707,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Privé,Primaire,Masculin,12,0,14.02,0,,0,0,0
EL101708,2019-2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Public,Collégial,Féminin,13,1,9.87,0,,1,0,0
EL101709,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Collégial,Féminin,14,0,13.57,0,,0,0,0
EL101710,2022-2023,Oriental,ORI,Figuig,Urbain,Privé,Primaire,Masculin,11,0,18.81,0,,1,0,0
EL101711,2021-2022,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,Masculin,16,1,11.62,0,,0,0,1
EL101712,2016-2017,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Rural,Public,Primaire,Féminin,9,1,14.46,1,Autre,0,1,1
EL101713,2019-2020,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Collégial,Féminin,16,0,11.62,0,,1,1,0
EL101714,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Privé,Primaire,Féminin,10,0,17.7,0,,1,0,0
EL101715,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,Masculin,10,0,11.86,0,,0,0,0
EL101716,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Privé,Collégial,Féminin,14,0,11.53,0,,0,0,0
EL101717,2018-2019,Souss-Massa,SOU,Tata,Urbain,Privé,Primaire,Féminin,11,0,16.48,0,,1,1,0
EL101718,2018-2019,Souss-Massa,SOU,Taroudannt,Rural,Public,Collégial,Masculin,13,0,11.09,0,,0,1,0
EL101719,2021-2022,Oriental,ORI,Figuig,Urbain,Public,Primaire,Masculin,12,1,11.62,0,,1,0,0
EL101720,2016-2017,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,Féminin,6,0,13.9,0,,1,0,0
EL101721,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Collégial,Féminin,14,0,10.48,0,,0,0,0
EL101722,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Masculin,11,0,6.61,0,,0,1,0
EL101723,2019-2020,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,Féminin,8,1,10.55,0,,1,1,0
EL101724,2017-2018,Fès-Meknès,FES,Meknès,Urbain,Public,Qualifiant,Masculin,15,0,9.79,1,Travail enfant,0,1,1
EL101725,2018-2019,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,Féminin,11,0,9.08,0,,0,1,0
EL101726,2015-2016,Marrakech-Safi,MAR,Safi,Urbain,Public,Supérieur,Masculin,21,0,13.95,0,,0,0,0
EL101727,2021-2022,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Public,Primaire,Masculin,9,0,9.35,0,,0,0,0
EL101728,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Supérieur,Masculin,25,0,9.7,0,,0,1,0
EL101729,2017-2018,Marrakech-Safi,MAR,Safi,Urbain,Public,Qualifiant,Masculin,18,0,11.3,0,,1,0,0
EL101730,2020-2021,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Primaire,Féminin,7,1,12.44,0,,1,0,0
EL101731,2017-2018,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Collégial,Féminin,12,0,12.84,0,,1,1,1
EL101732,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Privé,Collégial,Masculin,14,0,13.17,0,,0,1,0
EL101733,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Collégial,Masculin,13,0,11.14,0,,0,1,0
EL101734,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Primaire,Masculin,9,0,8.27,0,,1,1,0
EL101735,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Formation Professionnelle,Masculin,20,1,12.39,1,Grossesse,0,0,1
EL101736,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Qualifiant,Féminin,17,1,8.77,0,,0,0,0
EL101737,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Privé,Formation Professionnelle,Masculin,16,0,15.4,0,,1,0,0
EL101738,2023-2024,Fès-Meknès,FES,Ifrane,Urbain,Public,Supérieur,Masculin,22,0,10.24,0,,0,0,0
EL101739,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Qualifiant,Féminin,15,0,7.86,0,,0,0,0
EL101740,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Qualifiant,Féminin,16,0,12.14,0,,1,1,0
EL101741,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Collégial,Masculin,14,1,12.87,0,,1,0,0
EL101742,2019-2020,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Supérieur,Féminin,20,0,10.06,1,Mariage précoce,1,0,0
EL101743,2018-2019,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Collégial,Masculin,14,1,13.31,0,,1,0,0
EL101744,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Public,Préscolaire,Féminin,4,1,14.68,0,,1,1,0
EL101745,2020-2021,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Public,Collégial,Masculin,12,0,11.63,0,,1,0,1
EL101746,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Primaire,Masculin,10,1,7.89,0,,0,0,0
EL101747,2018-2019,Fès-Meknès,FES,Boulemane,Urbain,Public,Formation Professionnelle,Masculin,18,0,10.93,0,,0,0,1
EL101748,2022-2023,Fès-Meknès,FES,Fès,Urbain,Public,Collégial,Féminin,13,0,10.13,0,,1,0,0
EL101749,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Privé,Collégial,Féminin,14,0,6.47,0,,1,1,0
EL101750,2021-2022,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Primaire,Féminin,10,0,7.66,0,,0,0,0
EL101751,2020-2021,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,Féminin,14,0,15.77,0,,0,0,0
EL101752,2020-2021,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Privé,Primaire,Féminin,8,0,11.65,0,,1,1,0
EL101753,2021-2022,Oriental,ORI,Driouch,Urbain,Public,Collégial,Féminin,15,1,10.95,0,,0,0,0
EL101754,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Collégial,Masculin,12,0,8.07,0,,0,0,0
EL101755,2019-2020,Fès-Meknès,FES,Fès,Rural,Public,Collégial,Masculin,14,0,16.32,0,,0,0,0
EL101756,2016-2017,Casablanca-Settat,CAS,Settat,Rural,Public,Primaire,Féminin,7,0,11.82,0,,1,1,1
EL101757,2018-2019,Drâa-Tafilalet,DRA,Zagora,Urbain,Privé,Collégial,Féminin,13,0,11.74,0,,0,1,0
EL101758,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Primaire,Féminin,9,0,13.71,0,,0,0,0
EL101759,2016-2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Privé,Supérieur,Féminin,22,0,15.83,0,,0,0,0
EL101760,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Supérieur,Féminin,21,0,5.21,0,,0,1,0
EL101761,2018-2019,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Qualifiant,Masculin,16,0,14.94,0,,0,0,0
EL101762,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Primaire,Féminin,10,0,9.01,0,,0,0,1
EL101763,2022-2023,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Préscolaire,Féminin,4,0,6.09,0,,0,0,0
EL101764,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Public,Formation Professionnelle,Féminin,18,1,15.92,0,,0,0,0
EL101765,2016-2017,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Formation Professionnelle,Féminin,18,0,11.96,0,,0,0,0
EL101766,2022-2023,Guelmim-Oued Noun,GUE,Sidi Ifni,Rural,Public,Primaire,Masculin,8,0,8.86,1,Manque d'infrastructures,0,0,1
EL101767,2016-2017,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Privé,Qualifiant,Féminin,15,1,17.92,0,,0,1,0
EL101768,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,Masculin,11,0,9.38,0,,0,1,1
EL101769,2020-2021,Oriental,ORI,Figuig,Urbain,Public,Primaire,Féminin,8,0,8.67,0,,0,0,0
EL101770,2017-2018,Fès-Meknès,FES,Ifrane,Urbain,Public,Formation Professionnelle,Féminin,23,0,13.48,0,,0,1,1
EL101771,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Privé,Formation Professionnelle,Masculin,19,0,7.76,0,,0,0,0
EL101772,2023-2024,Souss-Massa,SOU,Tata,Urbain,Public,Formation Professionnelle,Masculin,22,1,11.12,0,,0,0,0
EL101773,2023-2024,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Primaire,Masculin,11,1,6.68,0,,0,0,0
EL101774,2018-2019,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Collégial,Féminin,15,1,8.38,0,,0,1,0
EL101775,2015-2016,Fès-Meknès,FES,Taounate,Rural,Public,Supérieur,Masculin,20,0,11.84,0,,0,0,0
EL101776,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Public,Collégial,Masculin,14,1,7.99,0,,0,1,0
EL101777,2022-2023,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Primaire,Masculin,7,0,13.75,0,,0,1,0
EL101778,2020-2021,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,Masculin,13,0,5.44,0,,0,0,0
EL101779,2021-2022,Marrakech-Safi,MAR,Essaouira,Rural,Public,Préscolaire,Féminin,5,0,10.08,0,,0,1,0
EL101780,2021-2022,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Collégial,Féminin,15,0,9.95,0,,1,0,0
EL101781,2021-2022,Oriental,ORI,Berkane,Urbain,Public,Supérieur,Féminin,19,0,10.31,0,,0,0,0
EL101782,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Préscolaire,Masculin,4,0,10.28,0,,0,1,0
EL101783,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,Féminin,8,0,12.54,1,Travail enfant,0,0,0
EL101784,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Collégial,Masculin,13,0,12.66,0,,1,0,0
EL101785,2017-2018,Oriental,ORI,Jerada,Urbain,Public,Collégial,Féminin,12,1,10.37,0,,0,0,0
EL101786,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Primaire,Masculin,7,1,10.03,0,,0,1,0
EL101787,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Public,Préscolaire,Féminin,5,1,11.84,1,Grossesse,0,0,0
EL101788,2016-2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Public,Qualifiant,Féminin,17,0,12.18,0,,1,0,1
EL101789,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Privé,Primaire,Féminin,7,0,5.69,0,,1,0,1
EL101790,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Privé,Collégial,Féminin,14,0,8.82,0,,0,1,0
EL101791,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Collégial,Masculin,14,0,7.2,0,,0,0,0
EL101792,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,Féminin,12,0,9.38,0,,0,0,0
EL101793,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Collégial,Masculin,14,0,6.0,0,,0,1,0
EL101794,2016-2017,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Qualifiant,Féminin,16,1,12.75,0,,0,0,0
