annee,region,code_region,poste_budgetaire,budget_alloue_mad,budget_execute_mad,taux_execution
2018,Souss-Massa,SOU,Autres,290386,223307,0.769
2018,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,20955887,20725372,0.989
2018,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,3942294,3717583,0.943
2018,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1234368,1019588,0.826
2018,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1283062,1193247,0.93
2018,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,902608,701326,0.777
2018,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,510488,428810,0.84
2018,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,599261,499184,0.833
2018,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,613404,474161,0.773
2018,Tanger-Tétouan-Al Hoceïma,TAN,Autres,346368,290256,0.838
2018,Oriental,ORI,Salaires enseignants,14189828,10997116,0.775
2018,Oriental,ORI,Infrastructures,3125893,3075878,0.984
2018,Oriental,ORI,Équipements pédagogiques,853407,726249,0.851
2018,Oriental,ORI,Appui social (cartables),796403,681721,0.856
2018,Oriental,ORI,Restauration scolaire,656525,646020,0.984
2018,Oriental,ORI,Formation continue,237727,197314,0.83
2018,Oriental,ORI,Transport scolaire,445942,440145,0.987
2018,Oriental,ORI,Numérique & TIC,441436,424662,0.962
2018,Oriental,ORI,Autres,227997,174417,0.765
2018,Béni Mellal-Khénifra,BMK,Salaires enseignants,12877658,9735510,0.756
2018,Béni Mellal-Khénifra,BMK,Infrastructures,2922506,2659480,0.91
2018,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,1148454,1093328,0.952
2018,Béni Mellal-Khénifra,BMK,Appui social (cartables),996088,885522,0.889
2018,Béni Mellal-Khénifra,BMK,Restauration scolaire,676688,651651,0.963
2018,Béni Mellal-Khénifra,BMK,Formation continue,342787,338673,0.988
2018,Béni Mellal-Khénifra,BMK,Transport scolaire,540619,420601,0.778
2018,Béni Mellal-Khénifra,BMK,Numérique & TIC,536301,433868,0.809
2018,Béni Mellal-Khénifra,BMK,Autres,221239,195354,0.883
2018,Drâa-Tafilalet,DRA,Salaires enseignants,11280364,8990450,0.797
2018,Drâa-Tafilalet,DRA,Infrastructures,1918635,1699911,0.886
2018,Drâa-Tafilalet,DRA,Équipements pédagogiques,582564,471294,0.809
2018,Drâa-Tafilalet,DRA,Appui social (cartables),599459,586271,0.978
2018,Drâa-Tafilalet,DRA,Restauration scolaire,470081,392048,0.834
2018,Drâa-Tafilalet,DRA,Formation continue,182504,152025,0.833
2018,Drâa-Tafilalet,DRA,Transport scolaire,273668,263815,0.964
2018,Drâa-Tafilalet,DRA,Numérique & TIC,283187,279789,0.988
2018,Drâa-Tafilalet,DRA,Autres,154966,150627,0.972
2018,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,2192160,1661657,0.758
2018,Laâyoune-Sakia El Hamra,LAA,Infrastructures,420187,315981,0.752
2018,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,166760,135076,0.81
2018,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),127404,112625,0.884
2018,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,115989,89080,0.768
2018,Laâyoune-Sakia El Hamra,LAA,Formation continue,42729,41576,0.973
2018,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,67904,55274,0.814
2018,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,71661,57902,0.808
2018,Laâyoune-Sakia El Hamra,LAA,Autres,31838,24292,0.763
2018,Guelmim-Oued Noun,GUE,Salaires enseignants,2728194,2193468,0.804
2018,Guelmim-Oued Noun,GUE,Infrastructures,569869,466723,0.819
2018,Guelmim-Oued Noun,GUE,Équipements pédagogiques,167513,148416,0.886
2018,Guelmim-Oued Noun,GUE,Appui social (cartables),138725,119997,0.865
2018,Guelmim-Oued Noun,GUE,Restauration scolaire,117533,111891,0.952
2018,Guelmim-Oued Noun,GUE,Formation continue,56064,47486,0.847
2018,Guelmim-Oued Noun,GUE,Transport scolaire,80518,73191,0.909
2018,Guelmim-Oued Noun,GUE,Numérique & TIC,75888,65719,0.866
2018,Guelmim-Oued Noun,GUE,Autres,36469,35229,0.966
2018,Dakhla-Oued Eddahab,DAK,Salaires enseignants,911082,850950,0.934
2018,Dakhla-Oued Eddahab,DAK,Infrastructures,187204,179903,0.961
2018,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,61357,52215,0.851
2018,Dakhla-Oued Eddahab,DAK,Appui social (cartables),54807,40447,0.738
2018,Dakhla-Oued Eddahab,DAK,Restauration scolaire,38002,36444,0.959
2018,Dakhla-Oued Eddahab,DAK,Formation continue,20012,15649,0.782
2018,Dakhla-Oued Eddahab,DAK,Transport scolaire,30232,24397,0.807
2018,Dakhla-Oued Eddahab,DAK,Numérique & TIC,26567,21519,0.81
2018,Dakhla-Oued Eddahab,DAK,Autres,13495,13265,0.983
2019,Casablanca-Settat,CAS,Salaires enseignants,48702180,38815637,0.797
2019,Casablanca-Settat,CAS,Infrastructures,9016296,7871226,0.873
2019,Casablanca-Settat,CAS,Équipements pédagogiques,2816394,2785414,0.989
2019,Casablanca-Settat,CAS,Appui social (cartables),2798518,2748145,0.982
2019,Casablanca-Settat,CAS,Restauration scolaire,2294441,1684120,0.734
2019,Casablanca-Settat,CAS,Formation continue,866728,787856,0.909
2019,Casablanca-Settat,CAS,Transport scolaire,1172202,901423,0.769
2019,Casablanca-Settat,CAS,Numérique & TIC,1335788,1315751,0.985
2019,Casablanca-Settat,CAS,Autres,611771,604430,0.988
2019,Rabat-Salé-Kénitra,RAB,Salaires enseignants,25594370,25082483,0.98
2019,Rabat-Salé-Kénitra,RAB,Infrastructures,5530869,4529781,0.819
2019,Rabat-Salé-Kénitra,RAB,Équipements pédagogiques,2117879,1804432,0.852
2019,Rabat-Salé-Kénitra,RAB,Appui social (cartables),1705052,1244688,0.73
2019,Rabat-Salé-Kénitra,RAB,Restauration scolaire,1346574,1232115,0.915
2019,Rabat-Salé-Kénitra,RAB,Formation continue,524312,435703,0.831
2019,Rabat-Salé-Kénitra,RAB,Transport scolaire,880965,649271,0.737
2019,Rabat-Salé-Kénitra,RAB,Numérique & TIC,1054685,904920,0.858
2019,Rabat-Salé-Kénitra,RAB,Autres,426516,353582,0.829
2019,Marrakech-Safi,MAR,Salaires enseignants,30062525,24140208,0.803
2019,Marrakech-Safi,MAR,Infrastructures,5750306,5209777,0.906
2019,Marrakech-Safi,MAR,Équipements pédagogiques,1570035,1405181,0.895
2019,Marrakech-Safi,MAR,Appui social (cartables),1660526,1534326,0.924
2019,Marrakech-Safi,MAR,Restauration scolaire,1102462,924966,0.839
2019,Marrakech-Safi,MAR,Formation continue,581893,507411,0.872
2019,Marrakech-Safi,MAR,Transport scolaire,974555,725069,0.744
2019,Marrakech-Safi,MAR,Numérique & TIC,836777,651849,0.779
2019,Marrakech-Safi,MAR,Autres,469829,462312,0.984
2019,Fès-Meknès,FES,Salaires enseignants,27180336,21309383,0.784
2019,Fès-Meknès,FES,Infrastructures,5922962,5028595,0.849
2019,Fès-Meknès,FES,Équipements pédagogiques,1639455,1373863,0.838
2019,Fès-Meknès,FES,Appui social (cartables),1390850,1052873,0.757
2019,Fès-Meknès,FES,Restauration scolaire,1310839,1126010,0.859
2019,Fès-Meknès,FES,Formation continue,530221,405619,0.765
2019,Fès-Meknès,FES,Transport scolaire,735686,620184,0.843
2019,Fès-Meknès,FES,Numérique & TIC,857085,685668,0.8
2019,Fès-Meknès,FES,Autres,390839,307981,0.788
2019,Souss-Massa,SOU,Salaires enseignants,14277780,12336002,0.864
2019,Souss-Massa,SOU,Infrastructures,2919054,2344000,0.803
2019,Souss-Massa,SOU,Équipements pédagogiques,1033482,760643,0.736
2019,Souss-Massa,SOU,Appui social (cartables),1091314,806481,0.739
2019,Souss-Massa,SOU,Restauration scolaire,826345,787507,0.953
2019,Souss-Massa,SOU,Formation continue,356876,326184,0.914
2019,Souss-Massa,SOU,Transport scolaire,574559,524572,0.913
2019,Souss-Massa,SOU,Numérique & TIC,532361,408853,0.768
2019,Souss-Massa,SOU,Autres,250160,201128,0.804
2019,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,21384650,15696333,0.734
2019,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,4367221,3777646,0.865
2019,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1549177,1203710,0.777
2019,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1373485,1172956,0.854
2019,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,876208,684318,0.781
2019,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,480468,463172,0.964
2019,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,572722,544086,0.95
2019,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,801762,684705,0.854
2019,Tanger-Tétouan-Al Hoceïma,TAN,Autres,300298,286485,0.954
2019,Oriental,ORI,Salaires enseignants,13347637,11265406,0.844
2019,Oriental,ORI,Infrastructures,2841594,2523336,0.888
2019,Oriental,ORI,Équipements pédagogiques,792384,781290,0.986
2019,Oriental,ORI,Appui social (cartables),877058,644637,0.735
2019,Oriental,ORI,Restauration scolaire,687017,563354,0.82
2019,Oriental,ORI,Formation continue,253296,225940,0.892
2019,Oriental,ORI,Transport scolaire,461065,334272,0.725
2019,Oriental,ORI,Numérique & TIC,453839,369879,0.815
2019,Oriental,ORI,Autres,181232,163834,0.904
2019,Béni Mellal-Khénifra,BMK,Salaires enseignants,16537707,14668946,0.887
2019,Béni Mellal-Khénifra,BMK,Infrastructures,2908434,2757196,0.948
2019,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,1129968,1048610,0.928
2019,Béni Mellal-Khénifra,BMK,Appui social (cartables),1043399,979751,0.939
2019,Béni Mellal-Khénifra,BMK,Restauration scolaire,629932,479378,0.761
2019,Béni Mellal-Khénifra,BMK,Formation continue,335764,258202,0.769
2019,Béni Mellal-Khénifra,BMK,Transport scolaire,426471,326250,0.765
2019,Béni Mellal-Khénifra,BMK,Numérique & TIC,507130,449318,0.886
2019,Béni Mellal-Khénifra,BMK,Autres,203078,172413,0.849
2019,Drâa-Tafilalet,DRA,Salaires enseignants,9613241,7075345,0.736
2019,Drâa-Tafilalet,DRA,Infrastructures,1810151,1348562,0.745
2019,Drâa-Tafilalet,DRA,Équipements pédagogiques,742389,655529,0.883
2019,Drâa-Tafilalet,DRA,Appui social (cartables),656133,534748,0.815
2019,Drâa-Tafilalet,DRA,Restauration scolaire,443197,356774,0.805
2019,Drâa-Tafilalet,DRA,Formation continue,232184,171584,0.739
2019,Drâa-Tafilalet,DRA,Transport scolaire,262643,213266,0.812
2019,Drâa-Tafilalet,DRA,Numérique & TIC,297295,282728,0.951
2019,Drâa-Tafilalet,DRA,Autres,150158,129736,0.864
2019,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,2127865,1595899,0.75
2019,Laâyoune-Sakia El Hamra,LAA,Infrastructures,414451,318713,0.769
2019,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,128778,99674,0.774
2019,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),108830,84017,0.772
2019,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,94877,80741,0.851
2019,Laâyoune-Sakia El Hamra,LAA,Formation continue,40307,34059,0.845
2019,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,59522,47141,0.792
2019,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,65001,50961,0.784
2019,Laâyoune-Sakia El Hamra,LAA,Autres,36497,29015,0.795
2019,Guelmim-Oued Noun,GUE,Salaires enseignants,2744515,2083087,0.759
2019,Guelmim-Oued Noun,GUE,Infrastructures,567163,511581,0.902
2019,Guelmim-Oued Noun,GUE,Équipements pédagogiques,153208,148305,0.968
2019,Guelmim-Oued Noun,GUE,Appui social (cartables),146445,113788,0.777
2019,Guelmim-Oued Noun,GUE,Restauration scolaire,112791,90796,0.805
2019,Guelmim-Oued Noun,GUE,Formation continue,57099,52359,0.917
2019,Guelmim-Oued Noun,GUE,Transport scolaire,91357,74273,0.813
2019,Guelmim-Oued Noun,GUE,Numérique & TIC,80288,76916,0.958
2019,Guelmim-Oued Noun,GUE,Autres,35036,28274,0.807
2019,Dakhla-Oued Eddahab,DAK,Salaires enseignants,885497,651726,0.736
2019,Dakhla-Oued Eddahab,DAK,Infrastructures,200169,156532,0.782
2019,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,48129,46540,0.967
2019,Dakhla-Oued Eddahab,DAK,Appui social (cartables),54243,51585,0.951
2019,Dakhla-Oued Eddahab,DAK,Restauration scolaire,37796,34394,0.91
2019,Dakhla-Oued Eddahab,DAK,Formation continue,19737,14566,0.738
2019,Dakhla-Oued Eddahab,DAK,Transport scolaire,28541,23061,0.808
2019,Dakhla-Oued Eddahab,DAK,Numérique & TIC,29966,22384,0.747
2019,Dakhla-Oued Eddahab,DAK,Autres,12016,10658,0.887
2020,Casablanca-Settat,CAS,Salaires enseignants,48157297,37803478,0.785
2020,Casablanca-Settat,CAS,Infrastructures,8363394,6096914,0.729
2020,Casablanca-Settat,CAS,Équipements pédagogiques,2766387,2168848,0.784
2020,Casablanca-Settat,CAS,Appui social (cartables),2478465,2062083,0.832
2020,Casablanca-Settat,CAS,Restauration scolaire,1697739,1478731,0.871
2020,Casablanca-Settat,CAS,Formation continue,790526,674319,0.853
2020,Casablanca-Settat,CAS,Transport scolaire,1209934,897771,0.742
2020,Casablanca-Settat,CAS,Numérique & TIC,1401202,1139177,0.813
2020,Casablanca-Settat,CAS,Autres,681890,664843,0.975
2020,Rabat-Salé-Kénitra,RAB,Salaires enseignants,26839120,23376874,0.871
2020,Rabat-Salé-Kénitra,RAB,Infrastructures,5040118,4027054,0.799
2020,Rabat-Salé-Kénitra,RAB,Équipements pédagogiques,1723985,1477455,0.857
2020,Rabat-Salé-Kénitra,RAB,Appui social (cartables),1854535,1798899,0.97
2020,Rabat-Salé-Kénitra,RAB,Restauration scolaire,1516612,1411965,0.931
2020,Rabat-Salé-Kénitra,RAB,Formation continue,590599,493150,0.835
2020,Rabat-Salé-Kénitra,RAB,Transport scolaire,893155,809199,0.906
2020,Rabat-Salé-Kénitra,RAB,Numérique & TIC,998272,789633,0.791
2020,Rabat-Salé-Kénitra,RAB,Autres,425787,358513,0.842
2020,Marrakech-Safi,MAR,Salaires enseignants,26446813,19993791,0.756
2020,Marrakech-Safi,MAR,Infrastructures,6100680,5356397,0.878
2020,Marrakech-Safi,MAR,Équipements pédagogiques,2033991,2013651,0.99
2020,Marrakech-Safi,MAR,Appui social (cartables),1701658,1352818,0.795
2020,Marrakech-Safi,MAR,Restauration scolaire,1155553,1098931,0.951
2020,Marrakech-Safi,MAR,Formation continue,644893,573955,0.89
2020,Marrakech-Safi,MAR,Transport scolaire,800598,734949,0.918
2020,Marrakech-Safi,MAR,Numérique & TIC,1053801,1031671,0.979
2020,Marrakech-Safi,MAR,Autres,432722,339254,0.784
2020,Fès-Meknès,FES,Salaires enseignants,21091244,18054105,0.856
2020,Fès-Meknès,FES,Infrastructures,4538435,4483974,0.988
2020,Fès-Meknès,FES,Équipements pédagogiques,1931879,1684598,0.872
2020,Fès-Meknès,FES,Appui social (cartables),1714391,1597812,0.932
2020,Fès-Meknès,FES,Restauration scolaire,1018464,740423,0.727
2020,Fès-Meknès,FES,Formation continue,556409,450691,0.81
2020,Fès-Meknès,FES,Transport scolaire,751027,619597,0.825
2020,Fès-Meknès,FES,Numérique & TIC,831702,637084,0.766
2020,Fès-Meknès,FES,Autres,408394,294452,0.721
2020,Souss-Massa,SOU,Salaires enseignants,16393735,15967498,0.974
2020,Souss-Massa,SOU,Infrastructures,3356797,2715649,0.809
2020,Souss-Massa,SOU,Équipements pédagogiques,1156124,1098317,0.95
2020,Souss-Massa,SOU,Appui social (cartables),1099300,987171,0.898
2020,Souss-Massa,SOU,Restauration scolaire,825222,748476,0.907
2020,Souss-Massa,SOU,Formation continue,383346,377595,0.985
2020,Souss-Massa,SOU,Transport scolaire,476258,408629,0.858
2020,Souss-Massa,SOU,Numérique & TIC,598541,553650,0.925
2020,Souss-Massa,SOU,Autres,221427,195963,0.885
2020,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,18317691,16797323,0.917
2020,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,4004660,3860492,0.964
2020,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1281465,936751,0.731
2020,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1270950,991341,0.78
2020,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,976737,732552,0.75
2020,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,390658,360186,0.922
2020,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,737775,723757,0.981
2020,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,817712,632092,0.773
2020,Tanger-Tétouan-Al Hoceïma,TAN,Autres,324058,281282,0.868
2020,Oriental,ORI,Salaires enseignants,14195518,11484174,0.809
2020,Oriental,ORI,Infrastructures,2773967,2668556,0.962
2020,Oriental,ORI,Équipements pédagogiques,874858,783873,0.896
2020,Oriental,ORI,Appui social (cartables),871942,831833,0.954
2020,Oriental,ORI,Restauration scolaire,720736,648662,0.9
2020,Oriental,ORI,Formation continue,258805,244830,0.946
2020,Oriental,ORI,Transport scolaire,429113,356593,0.831
2020,Oriental,ORI,Numérique & TIC,394863,322603,0.817
2020,Oriental,ORI,Autres,209030,161789,0.774
2020,Béni Mellal-Khénifra,BMK,Salaires enseignants,16313267,15383411,0.943
2020,Béni Mellal-Khénifra,BMK,Infrastructures,3608266,3023727,0.838
2020,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,975108,731331,0.75
2020,Béni Mellal-Khénifra,BMK,Appui social (cartables),917456,705524,0.769
2020,Béni Mellal-Khénifra,BMK,Restauration scolaire,823916,753059,0.914
2020,Béni Mellal-Khénifra,BMK,Formation continue,344309,335013,0.973
2020,Béni Mellal-Khénifra,BMK,Transport scolaire,386150,294246,0.762
2020,Béni Mellal-Khénifra,BMK,Numérique & TIC,501279,444634,0.887
2020,Béni Mellal-Khénifra,BMK,Autres,205949,165171,0.802
2020,Drâa-Tafilalet,DRA,Salaires enseignants,9150914,7851484,0.858
2020,Drâa-Tafilalet,DRA,Infrastructures,1764119,1571830,0.891
2020,Drâa-Tafilalet,DRA,Équipements pédagogiques,722609,691537,0.957
2020,Drâa-Tafilalet,DRA,Appui social (cartables),527733,510318,0.967
2020,Drâa-Tafilalet,DRA,Restauration scolaire,421500,395367,0.938
2020,Drâa-Tafilalet,DRA,Formation continue,189203,184283,0.974
2020,Drâa-Tafilalet,DRA,Transport scolaire,249793,219568,0.879
2020,Drâa-Tafilalet,DRA,Numérique & TIC,369396,333934,0.904
2020,Drâa-Tafilalet,DRA,Autres,166043,124200,0.748
2020,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,2367062,2262912,0.956
2020,Laâyoune-Sakia El Hamra,LAA,Infrastructures,394694,340226,0.862
2020,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,163732,138189,0.844
2020,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),149501,147109,0.984
2020,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,110619,88827,0.803
2020,Laâyoune-Sakia El Hamra,LAA,Formation continue,45231,40572,0.897
2020,Laâyoune-Sakia El Hamra,LAA,Transport scolaire,68524,49954,0.729
2020,Laâyoune-Sakia El Hamra,LAA,Numérique & TIC,63932,46926,0.734
2020,Laâyoune-Sakia El Hamra,LAA,Autres,28128,21321,0.758
2020,Guelmim-Oued Noun,GUE,Salaires enseignants,2458163,2266427,0.922
2020,Guelmim-Oued Noun,GUE,Infrastructures,487318,434687,0.892
2020,Guelmim-Oued Noun,GUE,Équipements pédagogiques,154727,123936,0.801
2020,Guelmim-Oued Noun,GUE,Appui social (cartables),160790,148570,0.924
2020,Guelmim-Oued Noun,GUE,Restauration scolaire,122481,94800,0.774
2020,Guelmim-Oued Noun,GUE,Formation continue,61785,53567,0.867
2020,Guelmim-Oued Noun,GUE,Transport scolaire,88475,72992,0.825
2020,Guelmim-Oued Noun,GUE,Numérique & TIC,91328,67856,0.743
2020,Guelmim-Oued Noun,GUE,Autres,41924,37564,0.896
2020,Dakhla-Oued Eddahab,DAK,Salaires enseignants,920385,728945,0.792
2020,Dakhla-Oued Eddahab,DAK,Infrastructures,193411,187802,0.971
2020,Dakhla-Oued Eddahab,DAK,Équipements pédagogiques,60268,47973,0.796
2020,Dakhla-Oued Eddahab,DAK,Appui social (cartables),47304,35715,0.755
2020,Dakhla-Oued Eddahab,DAK,Restauration scolaire,38175,30044,0.787
2020,Dakhla-Oued Eddahab,DAK,Formation continue,17582,16492,0.938
2020,Dakhla-Oued Eddahab,DAK,Transport scolaire,22806,22168,0.972
2020,Dakhla-Oued Eddahab,DAK,Numérique & TIC,30704,28432,0.926
2020,Dakhla-Oued Eddahab,DAK,Autres,11019,10832,0.983
2021,Casablanca-Settat,CAS,Salaires enseignants,43548396,36841943,0.846
2021,Casablanca-Settat,CAS,Infrastructures,9475004,8859129,0.935
2021,Casablanca-Settat,CAS,Équipements pédagogiques,2539110,2214104,0.872
2021,Casablanca-Settat,CAS,Appui social (cartables),2147797,1954495,0.91
2021,Casablanca-Settat,CAS,Restauration scolaire,2321575,1822436,0.785
2021,Casablanca-Settat,CAS,Formation continue,859445,711620,0.828
2021,Casablanca-Settat,CAS,Transport scolaire,1132767,926604,0.818
2021,Casablanca-Settat,CAS,Numérique & TIC,1289297,1061091,0.823
2021,Casablanca-Settat,CAS,Autres,613980,540302,0.88
2021,Rabat-Salé-Kénitra,RAB,Salaires enseignants,30615637,22410646,0.732
2021,Rabat-Salé-Kénitra,RAB,Infrastructures,6528156,6436762,0.986
2021,Rabat-Salé-Kénitra,RAB,Équipements pédagogiques,2037874,2007306,0.985
2021,Rabat-Salé-Kénitra,RAB,Appui social (cartables),1459505,1364637,0.935
2021,Rabat-Salé-Kénitra,RAB,Restauration scolaire,1253898,1097160,0.875
2021,Rabat-Salé-Kénitra,RAB,Formation continue,592651,541683,0.914
2021,Rabat-Salé-Kénitra,RAB,Transport scolaire,705680,550430,0.78
2021,Rabat-Salé-Kénitra,RAB,Numérique & TIC,874222,695006,0.795
2021,Rabat-Salé-Kénitra,RAB,Autres,370941,308994,0.833
2021,Marrakech-Safi,MAR,Salaires enseignants,26998904,22652081,0.839
2021,Marrakech-Safi,MAR,Infrastructures,5013410,4863008,0.97
2021,Marrakech-Safi,MAR,Équipements pédagogiques,1755765,1524004,0.868
2021,Marrakech-Safi,MAR,Appui social (cartables),1605871,1339297,0.834
2021,Marrakech-Safi,MAR,Restauration scolaire,1154449,1072483,0.929
2021,Marrakech-Safi,MAR,Formation continue,639980,602861,0.942
2021,Marrakech-Safi,MAR,Transport scolaire,783712,605809,0.773
2021,Marrakech-Safi,MAR,Numérique & TIC,900324,876016,0.973
2021,Marrakech-Safi,MAR,Autres,415181,371172,0.894
2021,Fès-Meknès,FES,Salaires enseignants,24356388,20678574,0.849
2021,Fès-Meknès,FES,Infrastructures,5188076,4798970,0.925
2021,Fès-Meknès,FES,Équipements pédagogiques,1494416,1445100,0.967
2021,Fès-Meknès,FES,Appui social (cartables),1380264,1193928,0.865
2021,Fès-Meknès,FES,Restauration scolaire,1292347,1050678,0.813
2021,Fès-Meknès,FES,Formation continue,554714,530306,0.956
2021,Fès-Meknès,FES,Transport scolaire,759361,552814,0.728
2021,Fès-Meknès,FES,Numérique & TIC,1015994,795523,0.783
2021,Fès-Meknès,FES,Autres,397166,372939,0.939
2021,Souss-Massa,SOU,Salaires enseignants,15670707,11659006,0.744
2021,Souss-Massa,SOU,Infrastructures,3932110,3558559,0.905
2021,Souss-Massa,SOU,Équipements pédagogiques,1011871,934968,0.924
2021,Souss-Massa,SOU,Appui social (cartables),900948,875721,0.972
2021,Souss-Massa,SOU,Restauration scolaire,761656,677112,0.889
2021,Souss-Massa,SOU,Formation continue,303212,228318,0.753
2021,Souss-Massa,SOU,Transport scolaire,580289,521679,0.899
2021,Souss-Massa,SOU,Numérique & TIC,508108,485751,0.956
2021,Souss-Massa,SOU,Autres,265182,192257,0.725
2021,Tanger-Tétouan-Al Hoceïma,TAN,Salaires enseignants,19039656,15136527,0.795
2021,Tanger-Tétouan-Al Hoceïma,TAN,Infrastructures,4221539,3208370,0.76
2021,Tanger-Tétouan-Al Hoceïma,TAN,Équipements pédagogiques,1408052,1151786,0.818
2021,Tanger-Tétouan-Al Hoceïma,TAN,Appui social (cartables),1360098,1228169,0.903
2021,Tanger-Tétouan-Al Hoceïma,TAN,Restauration scolaire,1076949,1022025,0.949
2021,Tanger-Tétouan-Al Hoceïma,TAN,Formation continue,469221,399307,0.851
2021,Tanger-Tétouan-Al Hoceïma,TAN,Transport scolaire,613616,581708,0.948
2021,Tanger-Tétouan-Al Hoceïma,TAN,Numérique & TIC,753045,710121,0.943
2021,Tanger-Tétouan-Al Hoceïma,TAN,Autres,283069,254479,0.899
2021,Oriental,ORI,Salaires enseignants,12017522,11308488,0.941
2021,Oriental,ORI,Infrastructures,3305703,2799931,0.847
2021,Oriental,ORI,Équipements pédagogiques,897942,840474,0.936
2021,Oriental,ORI,Appui social (cartables),900810,864778,0.96
2021,Oriental,ORI,Restauration scolaire,726809,694103,0.955
2021,Oriental,ORI,Formation continue,305757,273959,0.896
2021,Oriental,ORI,Transport scolaire,354739,264281,0.745
2021,Oriental,ORI,Numérique & TIC,532936,503092,0.944
2021,Oriental,ORI,Autres,220301,197610,0.897
2021,Béni Mellal-Khénifra,BMK,Salaires enseignants,17332247,14125781,0.815
2021,Béni Mellal-Khénifra,BMK,Infrastructures,3059449,2719850,0.889
2021,Béni Mellal-Khénifra,BMK,Équipements pédagogiques,958317,931484,0.972
2021,Béni Mellal-Khénifra,BMK,Appui social (cartables),859320,850727,0.99
2021,Béni Mellal-Khénifra,BMK,Restauration scolaire,743232,681543,0.917
2021,Béni Mellal-Khénifra,BMK,Formation continue,337258,264748,0.785
2021,Béni Mellal-Khénifra,BMK,Transport scolaire,498764,477816,0.958
2021,Béni Mellal-Khénifra,BMK,Numérique & TIC,474976,368581,0.776
2021,Béni Mellal-Khénifra,BMK,Autres,207575,186817,0.9
2021,Drâa-Tafilalet,DRA,Salaires enseignants,8682628,6451192,0.743
2021,Drâa-Tafilalet,DRA,Infrastructures,2086393,1669114,0.8
2021,Drâa-Tafilalet,DRA,Équipements pédagogiques,735629,563491,0.766
2021,Drâa-Tafilalet,DRA,Appui social (cartables),578809,459574,0.794
2021,Drâa-Tafilalet,DRA,Restauration scolaire,495865,451733,0.911
2021,Drâa-Tafilalet,DRA,Formation continue,181290,150290,0.829
2021,Drâa-Tafilalet,DRA,Transport scolaire,257590,189844,0.737
2021,Drâa-Tafilalet,DRA,Numérique & TIC,341713,249450,0.73
2021,Drâa-Tafilalet,DRA,Autres,164784,147482,0.895
2021,Laâyoune-Sakia El Hamra,LAA,Salaires enseignants,2164940,2000405,0.924
2021,Laâyoune-Sakia El Hamra,LAA,Infrastructures,381765,364585,0.955
2021,Laâyoune-Sakia El Hamra,LAA,Équipements pédagogiques,125562,99068,0.789
2021,Laâyoune-Sakia El Hamra,LAA,Appui social (cartables),141381,107025,0.757
2021,Laâyoune-Sakia El Hamra,LAA,Restauration scolaire,93683,91810,0.98
