id_enseignant,annee_scolaire,region,code_region,province,milieu,genre,cycle_enseigne,categorie,matiere,anciennete_annees,salaire_mensuel_mad,heures_semaine,formation_continue,jours_absence
ENS202329,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Collégial,Contractuel,Histoire-Géo,29,5054,23,0,0
ENS202330,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,Primaire,Contractuel,Arabe,27,2568,25,1,1
ENS202331,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Masculin,Primaire,Vacataire,Physique-Chimie,1,2867,22,1,0
ENS202332,2016-2017,Fès-Meknès,FES,Fès,Urbain,Féminin,Primaire,Contractuel,Éducation islamique,26,3810,29,0,10
ENS202333,2023-2024,Souss-Massa,SOU,Taroudannt,Rural,Féminin,Primaire,Professeur certifié,Éducation physique,4,6274,19,0,18
ENS202334,2018-2019,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,Primaire,Maître d'enseignement,Éducation physique,16,5976,21,1,0
ENS202335,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Instituteur,SVT,14,5371,24,0,0
ENS202336,2020-2021,Oriental,ORI,Nador,Urbain,Féminin,Primaire,Maître d'enseignement,Sciences,20,6866,20,0,19
ENS202337,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,Qualifiant,Instituteur,Mathématiques,17,4486,27,1,22
ENS202338,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,Qualifiant,Instituteur,Arabe,34,4972,29,0,0
ENS202339,2020-2021,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Qualifiant,Instituteur,Physique-Chimie,2,4570,18,1,0
ENS202340,2018-2019,Fès-Meknès,FES,Boulemane,Urbain,Féminin,Collégial,Instituteur,Français,8,4848,25,0,24
ENS202341,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,Primaire,Professeur certifié,Philosophie,1,7724,21,0,0
ENS202342,2018-2019,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,Qualifiant,Contractuel,SVT,19,4583,21,1,18
ENS202343,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,Primaire,Contractuel,Éducation islamique,9,4785,30,0,0
ENS202344,2017-2018,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Féminin,Primaire,Contractuel,Éducation physique,26,2812,30,0,16
ENS202345,2020-2021,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,Collégial,Professeur certifié,Arabe,17,6599,29,0,20
ENS202346,2015-2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,Collégial,Maître d'enseignement,Philosophie,34,5115,20,1,0
ENS202347,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,Collégial,Professeur certifié,Éducation physique,20,6587,27,1,3
ENS202348,2020-2021,Drâa-Tafilalet,DRA,Errachidia,Rural,Masculin,Primaire,Contractuel,Sciences,30,4860,23,1,0
ENS202349,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,Primaire,Maître d'enseignement,Anglais,25,4851,25,0,24
ENS202350,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Primaire,Professeur certifié,Anglais,2,7001,18,0,15
ENS202351,2022-2023,Guelmim-Oued Noun,GUE,Assa-Zag,Urbain,Masculin,Qualifiant,Professeur certifié,SVT,26,5975,30,0,17
ENS202352,2016-2017,Marrakech-Safi,MAR,Essaouira,Urbain,Masculin,Collégial,Professeur certifié,Philosophie,18,6731,21,1,15
ENS202353,2017-2018,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Collégial,Instituteur,Éducation islamique,25,4961,24,1,0
ENS202354,2023-2024,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,Primaire,Professeur certifié,Sciences,2,7422,26,0,0
ENS202355,2022-2023,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,Primaire,Professeur certifié,Sciences,33,6401,30,1,9
ENS202356,2020-2021,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Masculin,Collégial,Instituteur,Anglais,34,4409,21,0,8
ENS202357,2015-2016,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Masculin,Primaire,Professeur certifié,Philosophie,18,6061,24,1,5
ENS202358,2020-2021,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,Primaire,Maître d'enseignement,Arabe,23,6434,18,0,0
ENS202359,2016-2017,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,Préscolaire,Professeur certifié,Sciences,11,5666,20,0,0
ENS202360,2019-2020,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,Qualifiant,Professeur certifié,Philosophie,28,6196,26,1,13
ENS202361,2019-2020,Fès-Meknès,FES,Ifrane,Rural,Féminin,Primaire,Professeur certifié,Sciences,13,6449,26,0,20
ENS202362,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,Primaire,Instituteur,Anglais,21,4263,24,0,2
ENS202363,2021-2022,Marrakech-Safi,MAR,Safi,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation islamique,8,4809,24,1,0
ENS202364,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Féminin,Primaire,Contractuel,SVT,17,5080,20,0,0
ENS202365,2019-2020,Souss-Massa,SOU,Taroudannt,Rural,Féminin,Primaire,Contractuel,Anglais,4,4421,26,1,21
ENS202366,2016-2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,Primaire,Professeur certifié,Mathématiques,9,5921,26,0,13
ENS202367,2022-2023,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Primaire,Contractuel,Physique-Chimie,34,3356,25,0,0
ENS202368,2023-2024,Oriental,ORI,Oujda-Angad,Rural,Masculin,Qualifiant,Professeur agrégé,Mathématiques,11,8630,24,0,7
ENS202369,2015-2016,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,Collégial,Contractuel,Histoire-Géo,29,2336,25,0,4
ENS202370,2018-2019,Guelmim-Oued Noun,GUE,Sidi Ifni,Urbain,Masculin,Primaire,Instituteur,Éducation islamique,26,4388,23,1,3
ENS202371,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Primaire,Professeur agrégé,Histoire-Géo,26,9295,27,0,9
ENS202372,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Masculin,Collégial,Professeur agrégé,Anglais,3,8760,20,0,15
ENS202373,2021-2022,Fès-Meknès,FES,Ifrane,Rural,Féminin,Collégial,Professeur certifié,Sciences,19,7328,20,0,14
ENS202374,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Féminin,Collégial,Maître d'enseignement,Éducation islamique,9,5793,18,0,0
ENS202375,2019-2020,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,Collégial,Maître d'enseignement,Philosophie,15,4446,25,1,23
ENS202376,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Primaire,Professeur certifié,Histoire-Géo,9,5853,20,0,22
ENS202377,2023-2024,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Professeur certifié,Physique-Chimie,32,7173,30,1,0
ENS202378,2021-2022,Oriental,ORI,Driouch,Urbain,Masculin,Primaire,Maître d'enseignement,Anglais,11,5903,27,1,6
ENS202379,2022-2023,Oriental,ORI,Guercif,Rural,Masculin,Primaire,Professeur agrégé,Français,21,9099,31,0,20
ENS202380,2017-2018,Fès-Meknès,FES,Séfrou,Urbain,Masculin,Collégial,Instituteur,Éducation physique,27,5243,24,0,13
ENS202381,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,Primaire,Instituteur,Éducation physique,34,5189,19,1,0
ENS202382,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,Primaire,Maître d'enseignement,Histoire-Géo,27,3945,23,0,2
ENS202383,2021-2022,Drâa-Tafilalet,DRA,Errachidia,Rural,Masculin,Primaire,Instituteur,Éducation physique,29,5691,30,1,0
ENS202384,2020-2021,Souss-Massa,SOU,Taroudannt,Rural,Masculin,Collégial,Professeur agrégé,Sciences,23,7764,20,0,24
ENS202385,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,Collégial,Contractuel,Éducation physique,15,3683,27,1,4
ENS202386,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,Préscolaire,Maître d'enseignement,Éducation physique,20,5292,26,1,1
ENS202387,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,Primaire,Contractuel,SVT,10,3379,30,0,0
ENS202388,2016-2017,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Masculin,Primaire,Instituteur,Arabe,28,5706,21,0,2
ENS202389,2018-2019,Marrakech-Safi,MAR,Chichaoua,Urbain,Masculin,Primaire,Professeur certifié,Histoire-Géo,15,6527,29,0,11
ENS202390,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,Primaire,Professeur certifié,Éducation islamique,19,6907,18,0,0
ENS202391,2018-2019,Drâa-Tafilalet,DRA,Tinghir,Rural,Masculin,Collégial,Professeur certifié,Arabe,25,6173,28,0,14
ENS202392,2018-2019,Souss-Massa,SOU,Tiznit,Rural,Masculin,Qualifiant,Professeur certifié,Histoire-Géo,2,5779,26,1,0
ENS202393,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,30,3728,31,0,23
ENS202394,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Masculin,Primaire,Vacataire,Anglais,34,2880,21,1,15
ENS202395,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Collégial,Professeur certifié,Arabe,29,5778,21,1,5
ENS202396,2019-2020,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Masculin,Primaire,Professeur certifié,Anglais,15,5885,22,1,13
ENS202397,2017-2018,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,Primaire,Contractuel,Sciences,10,4947,31,1,21
ENS202398,2016-2017,Fès-Meknès,FES,Taounate,Urbain,Masculin,Collégial,Professeur certifié,Mathématiques,13,6466,27,1,18
ENS202399,2016-2017,Casablanca-Settat,CAS,Settat,Rural,Féminin,Qualifiant,Contractuel,Éducation islamique,22,3936,18,0,0
ENS202400,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,20,7202,25,0,9
ENS202401,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,Collégial,Instituteur,SVT,3,4924,22,0,0
ENS202402,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Primaire,Professeur certifié,Physique-Chimie,13,6788,27,1,11
ENS202403,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Primaire,Contractuel,Physique-Chimie,9,3817,28,1,19
ENS202404,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Masculin,Collégial,Maître d'enseignement,Éducation physique,5,4797,24,0,0
ENS202405,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Primaire,Contractuel,Anglais,20,4839,18,0,0
ENS202406,2020-2021,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Primaire,Professeur certifié,Philosophie,17,7123,22,1,0
ENS202407,2022-2023,Oriental,ORI,Berkane,Urbain,Masculin,Collégial,Professeur certifié,Physique-Chimie,31,6419,20,0,8
ENS202408,2019-2020,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,Primaire,Instituteur,Physique-Chimie,14,5135,22,0,10
ENS202409,2018-2019,Oriental,ORI,Nador,Rural,Masculin,Primaire,Instituteur,Mathématiques,24,5127,20,1,13
ENS202410,2019-2020,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,Primaire,Professeur certifié,Mathématiques,20,6094,24,1,0
ENS202411,2015-2016,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Instituteur,Philosophie,10,4089,26,0,14
ENS202412,2017-2018,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,Qualifiant,Instituteur,Philosophie,21,4524,31,0,0
ENS202413,2020-2021,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Masculin,Primaire,Contractuel,Arabe,8,4321,24,1,9
ENS202414,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Féminin,Collégial,Instituteur,Éducation physique,3,4985,23,1,11
ENS202415,2019-2020,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,Qualifiant,Instituteur,Mathématiques,14,3687,30,1,12
ENS202416,2022-2023,Drâa-Tafilalet,DRA,Tinghir,Rural,Masculin,Collégial,Professeur certifié,Éducation islamique,15,6421,20,1,21
ENS202417,2019-2020,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,Collégial,Professeur certifié,Sciences,23,6461,23,0,12
ENS202418,2023-2024,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,Primaire,Instituteur,Arabe,12,4081,18,1,24
ENS202419,2023-2024,Fès-Meknès,FES,Taounate,Rural,Féminin,Primaire,Maître d'enseignement,Philosophie,16,6063,31,1,0
ENS202420,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Masculin,Primaire,Contractuel,Anglais,28,3959,23,1,19
ENS202421,2020-2021,Oriental,ORI,Nador,Rural,Féminin,Primaire,Maître d'enseignement,Arabe,33,7156,23,1,0
ENS202422,2023-2024,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,Primaire,Professeur certifié,SVT,19,6697,26,1,17
ENS202423,2022-2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,Primaire,Professeur certifié,Mathématiques,10,6242,31,1,23
ENS202424,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Masculin,Qualifiant,Vacataire,Histoire-Géo,15,3133,22,0,0
ENS202425,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,Primaire,Professeur agrégé,Philosophie,31,8236,26,0,13
ENS202426,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Masculin,Primaire,Professeur agrégé,Éducation physique,7,8315,18,0,12
ENS202427,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Masculin,Qualifiant,Professeur certifié,Arabe,18,6639,25,1,0
ENS202428,2023-2024,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Primaire,Instituteur,Mathématiques,30,4697,24,1,18
ENS202429,2016-2017,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,Collégial,Professeur agrégé,Français,12,8424,29,1,0
ENS202430,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Masculin,Qualifiant,Contractuel,Philosophie,2,3686,22,0,24
ENS202431,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Féminin,Primaire,Instituteur,Physique-Chimie,27,4578,28,0,19
ENS202432,2016-2017,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,Collégial,Professeur certifié,Mathématiques,18,6457,20,0,10
ENS202433,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,Primaire,Professeur agrégé,Français,26,8208,28,1,23
ENS202434,2020-2021,Fès-Meknès,FES,Fès,Urbain,Masculin,Primaire,Instituteur,Sciences,8,5056,29,1,21
ENS202435,2015-2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Masculin,Collégial,Contractuel,Français,24,4313,25,0,20
ENS202436,2015-2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,Collégial,Professeur certifié,Sciences,33,7277,27,0,23
ENS202437,2015-2016,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Qualifiant,Contractuel,Mathématiques,22,4381,25,0,24
ENS202438,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Masculin,Qualifiant,Professeur agrégé,Philosophie,15,8202,22,1,7
ENS202439,2023-2024,Oriental,ORI,Oujda-Angad,Urbain,Masculin,Collégial,Maître d'enseignement,Histoire-Géo,20,6254,26,0,23
ENS202440,2018-2019,Marrakech-Safi,MAR,Safi,Urbain,Masculin,Collégial,Professeur certifié,Physique-Chimie,15,6164,31,0,8
ENS202441,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,Primaire,Professeur certifié,Mathématiques,21,6125,23,0,15
ENS202442,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Collégial,Professeur agrégé,Histoire-Géo,27,8833,26,0,16
ENS202443,2023-2024,Fès-Meknès,FES,Taounate,Urbain,Masculin,Qualifiant,Contractuel,Anglais,25,3956,20,0,22
ENS202444,2022-2023,Oriental,ORI,Guercif,Urbain,Féminin,Primaire,Contractuel,Histoire-Géo,28,3450,22,1,12
ENS202445,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Professeur certifié,Philosophie,6,6019,22,0,18
ENS202446,2016-2017,Marrakech-Safi,MAR,Essaouira,Urbain,Masculin,Collégial,Professeur certifié,Arabe,30,7034,22,0,2
ENS202447,2015-2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,Qualifiant,Professeur agrégé,Anglais,12,7006,24,0,23
ENS202448,2018-2019,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Collégial,Instituteur,Éducation islamique,1,5100,23,0,19
ENS202449,2016-2017,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Primaire,Instituteur,Philosophie,6,4973,22,1,0
ENS202450,2015-2016,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Collégial,Professeur certifié,Français,20,6680,28,0,1
ENS202451,2016-2017,Oriental,ORI,Driouch,Urbain,Masculin,Collégial,Professeur certifié,Éducation islamique,20,6830,25,1,0
ENS202452,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,Primaire,Professeur agrégé,Éducation islamique,22,9296,31,0,22
ENS202453,2021-2022,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Masculin,Primaire,Professeur certifié,Éducation islamique,20,6275,29,0,0
ENS202454,2022-2023,Fès-Meknès,FES,Boulemane,Rural,Féminin,Primaire,Maître d'enseignement,Histoire-Géo,9,5528,31,1,21
ENS202455,2017-2018,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,Primaire,Instituteur,Sciences,2,5031,29,1,0
ENS202456,2015-2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Contractuel,Anglais,9,4113,25,1,0
ENS202457,2018-2019,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Qualifiant,Instituteur,Histoire-Géo,7,4777,25,1,22
ENS202458,2022-2023,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,Primaire,Professeur agrégé,Français,10,9827,23,0,18
ENS202459,2019-2020,Fès-Meknès,FES,Séfrou,Urbain,Masculin,Primaire,Vacataire,Philosophie,34,2631,27,1,9
ENS202460,2019-2020,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Primaire,Vacataire,Éducation islamique,15,3521,30,0,15
ENS202461,2019-2020,Fès-Meknès,FES,Ifrane,Urbain,Masculin,Primaire,Instituteur,Arabe,24,3449,24,1,11
ENS202462,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,Primaire,Professeur agrégé,Physique-Chimie,26,7779,27,0,18
ENS202463,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,Primaire,Instituteur,Mathématiques,26,3274,31,1,0
ENS202464,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,Primaire,Instituteur,Éducation physique,2,4270,26,0,17
ENS202465,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,Primaire,Instituteur,Physique-Chimie,20,5320,28,1,0
ENS202466,2023-2024,Fès-Meknès,FES,Meknès,Urbain,Masculin,Primaire,Professeur agrégé,Sciences,29,7794,21,0,0
ENS202467,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Primaire,Professeur certifié,Mathématiques,16,6160,31,0,0
ENS202468,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Masculin,Qualifiant,Maître d'enseignement,Français,18,4489,19,0,0
ENS202469,2023-2024,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Collégial,Professeur certifié,Histoire-Géo,25,7604,22,0,2
ENS202470,2021-2022,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Collégial,Professeur certifié,Français,8,7783,25,0,21
ENS202471,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,Qualifiant,Professeur certifié,Éducation islamique,11,5983,31,0,15
ENS202472,2023-2024,Fès-Meknès,FES,Moulay Yacoub,Urbain,Masculin,Primaire,Professeur agrégé,Arabe,29,8153,27,0,0
ENS202473,2016-2017,Drâa-Tafilalet,DRA,Midelt,Urbain,Masculin,Collégial,Instituteur,Mathématiques,7,6868,24,1,15
ENS202474,2021-2022,Oriental,ORI,Jerada,Rural,Féminin,Primaire,Professeur certifié,Français,32,6328,29,1,11
ENS202475,2019-2020,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Qualifiant,Maître d'enseignement,Sciences,5,6082,22,1,0
ENS202476,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Primaire,Maître d'enseignement,Philosophie,21,5970,30,1,0
ENS202477,2023-2024,Souss-Massa,SOU,Tiznit,Urbain,Masculin,Primaire,Maître d'enseignement,Français,31,5617,21,1,17
ENS202478,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,Collégial,Professeur certifié,Éducation physique,3,6547,31,0,0
ENS202479,2017-2018,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Primaire,Vacataire,Philosophie,6,2532,22,1,5
ENS202480,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Masculin,Qualifiant,Vacataire,Éducation physique,15,3759,24,1,0
ENS202481,2018-2019,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,Primaire,Instituteur,Mathématiques,30,4642,31,1,17
ENS202482,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,Collégial,Maître d'enseignement,Éducation physique,13,5531,26,0,19
ENS202483,2019-2020,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Collégial,Maître d'enseignement,Éducation islamique,2,5482,22,0,18
ENS202484,2017-2018,Marrakech-Safi,MAR,Safi,Rural,Masculin,Qualifiant,Vacataire,Physique-Chimie,24,2483,19,1,0
ENS202485,2016-2017,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Masculin,Collégial,Instituteur,Mathématiques,15,4793,20,1,24
ENS202486,2021-2022,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,Collégial,Instituteur,Arabe,18,4614,29,1,3
ENS202487,2015-2016,Oriental,ORI,Guercif,Rural,Masculin,Collégial,Professeur certifié,Arabe,7,6624,19,0,9
ENS202488,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation physique,34,5601,20,0,22
ENS202489,2018-2019,Oriental,ORI,Guercif,Urbain,Féminin,Qualifiant,Contractuel,Français,1,3370,31,1,24
ENS202490,2018-2019,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Primaire,Contractuel,Philosophie,23,3468,31,0,3
ENS202491,2022-2023,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Masculin,Primaire,Contractuel,Histoire-Géo,26,3695,22,1,16
ENS202492,2015-2016,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Collégial,Instituteur,Philosophie,14,4897,25,1,18
ENS202493,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Masculin,Collégial,Instituteur,Philosophie,11,5635,27,0,5
ENS202494,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,Primaire,Professeur certifié,Arabe,31,6575,18,1,23
ENS202495,2018-2019,Fès-Meknès,FES,Fès,Urbain,Masculin,Primaire,Instituteur,Mathématiques,22,4428,19,1,4
ENS202496,2022-2023,Fès-Meknès,FES,Taounate,Urbain,Féminin,Qualifiant,Maître d'enseignement,Arabe,20,4543,28,1,0
ENS202497,2016-2017,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,Primaire,Professeur certifié,Anglais,11,6872,20,0,0
ENS202498,2016-2017,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,Primaire,Maître d'enseignement,Éducation physique,14,4118,20,1,0
ENS202499,2015-2016,Oriental,ORI,Jerada,Urbain,Masculin,Primaire,Professeur certifié,SVT,5,5851,22,0,0
ENS202500,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,Collégial,Contractuel,SVT,13,4373,23,0,7
ENS202501,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Féminin,Préscolaire,Professeur agrégé,Éducation physique,25,7160,20,0,18
ENS202502,2019-2020,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,Primaire,Professeur certifié,Histoire-Géo,31,5890,23,0,0
ENS202503,2018-2019,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Maître d'enseignement,Sciences,9,6650,31,0,22
ENS202504,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,Collégial,Maître d'enseignement,Philosophie,12,3898,30,0,7
ENS202505,2022-2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,Primaire,Professeur certifié,Éducation islamique,4,6459,24,0,0
ENS202506,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,Primaire,Vacataire,Éducation physique,34,3341,18,0,7
ENS202507,2023-2024,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Primaire,Contractuel,Anglais,23,4407,31,1,1
ENS202508,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Primaire,Professeur certifié,Anglais,29,6396,26,1,0
ENS202509,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Primaire,Professeur certifié,SVT,17,6673,21,0,20
ENS202510,2019-2020,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,Collégial,Maître d'enseignement,Physique-Chimie,4,5614,25,1,0
ENS202511,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,Primaire,Contractuel,Anglais,11,5281,20,0,10
ENS202512,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Féminin,Primaire,Professeur certifié,SVT,23,6442,27,0,22
ENS202513,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Masculin,Qualifiant,Professeur certifié,Anglais,24,5176,25,1,21
ENS202514,2018-2019,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,Primaire,Maître d'enseignement,Arabe,14,6463,28,1,0
ENS202515,2023-2024,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Collégial,Maître d'enseignement,Physique-Chimie,2,5570,30,0,8
